 ,Emp.,Dt.DAV,Nro.DAV,Item,Produto,Modelo,Qtd.,Vl.Total,Grupo,Detalhe
,11,2023-06-10,110002790,1,,ARMAÇÃO ACETATO FECHADO,1,100.0,,
,11,2023-06-10,110002791,1,,TROCA DE MOLA,1,35.0,,
,11,2023-06-10,110002792,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,11,2023-06-10,110002792,1,,ARMAÇÃO METAL ,1,100.0,,
,11,2023-06-10,110002793,1,,LENTE CR AR,1,300.0,,
,11,2023-06-10,110002793,1,,ARMAÇÃO METAL,1,100.0,,
,11,2023-06-12,110002794,1,,LENTE CR AR BLUE LIGHT,1,400.0,,
,11,2023-06-12,110002794,1,,ARMAÇÃO METAL,1,150.0,,
,11,2023-06-12,110002795,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,11,2023-06-12,110002795,1,,ARMAÇÃO METAL,1,100.0,,
,11,2023-06-12,110002796,1,,ARMAÇÃOBELLATIS,1,200.0,,
,11,2023-06-12,110002797,1,,ARMAÇÃ TM ,1,400.0,,
,11,2023-06-12,110002798,1,,LENTE CR AR TRASITIONS ,1,600.0,,
,11,2023-06-13,110002799,1,,LENTE CR AR BLUE LIGHT,1,400.0,,
,11,2023-06-13,110002799,1,,ARMAÇÃO TM,1,100.0,,
,11,2023-06-14,110002800,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,11,2023-06-14,110002801,1,,LENTE POLY CR AR BLUE LIGHT,1,500.0,,
,11,2023-06-15,110002802,3,,3 LENS WIPES,3,10.0,,
,11,2023-06-15,110002803,1,,LENTE CR AR BLUE LIGHT,1,400.0,,
,11,2023-06-15,110002803,1,,ARMAÇÃO BELLATIS,1,80.0,,
,11,2023-06-15,110002804,1,,CORRENTINHA DO OCULOS,1,20.0,,
,11,2023-06-15,110002805,1,,LENTE MULTI DIGITAL PRO HD C/ AR,1,1600.0,,
,11,2023-06-15,110002805,1,,ARMAÇÃO METAL FECHADO,1,200.0,,
,11,2023-06-16,110002806,1,,LENTE MULTI POLY FOTO INCOLOR PRO HD,1,1200.0,,
,11,2023-06-16,110002806,1,,ARMAÇÃO TM,1,280.0,,
,11,2023-06-16,110002807,1,,LENTE MULTI PRO HD ,1,900.0,,
,11,2023-06-16,110002807,1,,ARMAÇÃO METAL FECHADO,1,100.0,,
,11,2023-06-16,110002808,1,,ARMAÇÃO BELLATIS,1,200.0,,
,11,2023-06-16,110002809,1,,ARMAÇÃO METAL FECHADO,1,275.0,,
,11,2023-06-16,110002809,1,,CR AR MULTI PRO HD,1,1100.0,,
,11,2023-06-16,110002811,1,,LENTE MULTI DIGI PRO HD C/ AR,1,800.0,,
,11,2023-06-16,110002811,1,,ARMAÇÃO METAL FECHADO ,1,100.0,,
,11,2023-06-16,110002814,1,,LENTE CR AR BLUE,1,400.0,,
,11,2023-06-16,110002814,1,,ARMAÇÃO BULGET,1,200.0,,
,11,2023-06-16,110002815,1,,LENTE MULTI INCOLOR,1,400.0,,
,11,2023-06-16,110002815,1,,ARMAÇÃO TM,1,100.0,,
,11,2023-06-16,110002816,1,,LENTE CR 1.67 AR,1,900.0,,
,11,2023-06-16,110002816,1,,ARMAÇÃO HICKMANN NYLON,1,90.0,,
,11,2023-06-17,110002818,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,11,2023-06-17,110002818,1,,ARMAÇÃO FL,1,100.0,,
,11,2023-06-17,110002819,1,,LENTE CR AR FOTO BLUE ,1,400.0,,
,11,2023-06-17,110002819,1,,ARMAÇÃO METAL,1,100.0,,
,11,2023-06-17,110002820,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,11,2023-06-17,110002820,1,,ARMAÇÃO ACETATO FECAHDO,1,50.0,,
,11,2023-06-17,110002821,1,,LENTE CR INCOLOR,1,300.0,,
,11,2023-06-17,110002821,1,,ARMAÇÃO TM,1,50.0,,
,12,2023-06-13,120001551,1,,HOYA AR BLUE ,1,490.0,,
,12,2023-06-13,120001552,1,,LENTE BLUE AR,1,250.0,,
,12,2023-06-13,120001552,1,,ARMAÇÃO BELLATIS,1,50.0,,
,12,2023-06-18,120001553,1,,LENTE CR AR BLUE LIGHT,1,450.0,,
,12,2023-06-18,120001553,1,,ARMAÇÃO OL,1,0.0,,
,12,2023-06-18,120001553,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-18,120001554,1,,MULTI FOTO AR ,1,800.0,,
,12,2023-06-18,120001554,1,,OPERA CHIC,1,0.0,,
,12,2023-06-18,120001555,1,,LENTE CR AR ,1,269.99,,
,12,2023-06-18,120001555,1,,SOLAR DE BRINDE,1,0.0,,
,12,2023-06-18,120001556,1,,LENTE BLUE ,1,249.99,,
,12,2023-06-18,120001556,1,,ARMAÇÃO TM,1,0.0,,
,12,2023-06-18,120001557,1,,MULTI FOTO,1,600.0,,
,12,2023-06-18,120001557,1,,ARMAÇÃO ,1,49.0,,
,12,2023-06-18,120001557,1,,SOLAR BRINDE,1,0.0,,
,12,2023-06-19,120001558,1,,LENTE CR AR BLUE LIGHT,1,599.99,,
,12,2023-06-19,120001558,1,,SOLAR BRINDE,1,0.0,,
,10,2023-06-15,100000703,1,,EXAME ,1,50.0,,
,10,2023-06-17,100000704,1,,LENTE POLY BLUE C/ CILINDRICO EXTENDIDIO,1,545.0,,
,10,2023-06-17,100000704,1,,ARMAÇÃO BELLATIS,1,164.0,,
,10,2023-06-19,100000705,1,,CR AR ,1,100.0,,
,10,2023-06-19,100000705,1,,ARMAÇÃO TM,1,100.0,,
,10,2023-06-21,100000706,1,,MULTI FOTO AR,1,500.0,,
,10,2023-06-21,100000706,1,,ARMAÇÃO TM,1,50.0,,
,10,2023-06-21,100000707,1,,MULTI FOTO AR ,1,399.0,,
,10,2023-06-21,100000707,1,,SOLAR BRINDE,1,0.0,,
,10,2023-06-24,100000709,1,,MULTI BLUE C/ FOTO AR,1,1100.0,,
,10,2023-06-24,100000709,1,,ARMAÇÃO FL YH5814 C5,1,190.0,,
,10,2023-06-24,100000710,1,,POLI AR ,1,290.0,,
,9,2023-06-12,900000208,1,,SOLAR PROMOÇÃO ,1,60.0,,
,9,2023-06-12,900000210,1,,LENTE POLI BLUE ,1,400.0,,
,9,2023-06-12,900000210,1,,ARMAÇÃO FERREIRA,1,99.0,,
,9,2023-06-12,900000210,1,,SOLAR BRINDE,1,0.0,,
,9,2023-06-12,900000212,1,,CR BLUE AR,1,500.0,,
,9,2023-06-12,900000212,1,,ARMAÇÃO,1,150.0,,
,9,2023-06-13,900000214,1,,LENTE CR AR BLUE,1,180.0,,
,9,2023-06-16,900000216,1,,MULTI AR ,1,600.0,,
,9,2023-06-16,900000217,1,,MULTI AR ,1,750.0,,
,9,2023-06-16,900000217,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-16,900000218,1,,HOYA MULTI SENSITY AR,1,1250.0,,
,9,2023-06-16,900000219,1,,POLY COM AR BLUE ,1,1100.0,,
,9,2023-06-16,900000219,1,,FD75005,1,200.0,,
,9,2023-06-16,900000219,1,,SOLAR COM GRAU DE BRIBNDE,1,0.0,,
,9,2023-06-16,900000211,1,,MULTI AR ,1,700.0,,
,9,2023-06-16,900000211,1,,ARMAÇÃO TM,1,100.0,,
,9,2023-06-16,900000219,1,,ARMAÇÃO TNG,1,290.0,,
,9,2023-06-16,900000223,1,,MULTI AR BLUE,1,750.0,,
,9,2023-06-16,900000223,1,,ARMAÇÃO,1,100.0,,
,9,2023-06-16,900000224,1,,CR AR POLY AR,1,1000.0,,
,9,2023-06-16,900000224,1,,ARMAÇÃO BR7761,1,190.0,,
,9,2023-06-16,900000225,1,,ARMAÇÃO BR7755,1,190.0,,
,9,2023-06-16,900000225,1,,FOTO AR,1,1000.0,,
,9,2023-06-16,900000226,1,,MULTI AR FOTO BLUE ,1,800.0,,
,9,2023-06-16,900000226,1,,ARMAÇÃO FD66023,1,150.0,,
,9,2023-06-16,900000227,1,,MULTIFOCAL DIGITAL FOTO BLUE COM AR,1,1000.0,,
,9,2023-06-16,900000227,1,,ARMAÇÃO MALU AZUL,1,200.0,,
,9,2023-06-16,900000228,1,,MULTI HOYA SENSITY AR BLUE ,1,1600.0,,
,9,2023-06-16,900000228,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-16,900000228,1,,SOLAR DE BRINDE,1,0.0,,
,9,2023-06-16,900000229,1,,MULTY HOYA SENSITY BLUE AR ,1,1290.0,,
,9,2023-06-16,900000229,1,,SOLAR BRINDE,1,0.0,,
,9,2023-06-16,900000230,1,,CR BLUE AR,1,650.0,,
,9,2023-06-16,900000230,1,,ARMAÇÃO ISA3129 C3,1,100.0,,
,9,2023-06-17,900000231,1,,CR BLUE AR,1,600.0,,
,9,2023-06-17,900000231,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-19,900000233,1,,LENTE POLY BLUE AR,1,750.0,,
,9,2023-06-19,900000233,1,,ARMAÇÃO ,1,100.0,,
,9,2023-06-23,900000235,1,,LENTE 1.67 AR ,1,850.0,,
,9,2023-06-23,900000235,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-24,900000236,1,,TROCA DE MOLA,1,35.0,,
,9,2023-06-24,900000237,1,,MULTI BLUE AR ,1,900.0,,
,9,2023-06-24,900000237,1,,ARMAÇÃO CLIPON,1,200.0,,
,12,2023-06-21,120001559,1,,ARMAÇÃO PROMOÇÃO ,1,35.0,,
,12,2023-06-22,120001561,1,,ARMAÇÃO ,1,175.0,,
,12,2023-06-23,120001562,1,,POLY AR ,1,330.0,,
,12,2023-06-24,120001565,1,,LENTE FOTO BLUE AR 1.59,1,1000.0,,
,12,2023-06-24,120001565,1,,SOLAR LONGE CINZA CLARO,1,100.0,,
,12,2023-06-24,120001565,1,,ARMAÇÃO PROMOÇÃO ,1,80.0,,
,12,2023-06-24,120001565,1,,SOLAR DE BRINDE,1,0.0,,
,12,2023-06-26,120001566,1,,TROCA DE HASTE,1,20.0,,
,12,2023-06-27,120001567,1,,TROCA DE HASTE ,1,30.0,,
,12,2023-06-28,120001569,1,,3 LENS WIPES,1,10.0,,
,11,2023-06-20,110002825,1,,LENTE DYNAMIC EM DOBRO SENSITY 2,1,3100.0,,
,11,2023-06-20,110002825,1,,SOLAR DE BRINDE,1,0.0,,
,11,2023-06-20,110002828,1,,LENTE CR AR,1,200.0,,
,11,2023-06-20,110002829,1,,ARMAÇÃO ,1,150.0,,
,11,2023-06-21,110002830,1,,LENTE CR AR INCOLOR,1,300.0,,
,11,2023-06-22,110002832,1,,LENTE MULTI FOTO COM AR,1,800.0,,
,11,2023-06-22,110002832,1,,ARMAÇÃO METAL FECHADO,1,140.0,,
,11,2023-06-22,110002833,1,,ARMAÇÃO BELLATIS,1,200.0,,
,11,2023-06-24,110002834,1,,MULTI FOTO COM AR,1,1100.0,,
,11,2023-06-24,110002835,1,,ARMAÇÃO TM,1,180.0,,
,11,2023-06-26,110002836,1,,OCULOS MULTI DIGITAL PRO HD,1,700.0,,
,11,2023-06-26,110002836,1,,ARMAÇÃO ACETATO,1,150.0,,
,11,2023-06-26,110002837,1,,LENTE CR AR INCOLOR,1,450.0,,
,11,2023-06-26,110002838,1,,LENTE FOTO COM AR,1,265.0,,
,11,2023-06-26,110002840,1,,MULTI DIGITAL PRO HD,1,690.0,,
,11,2023-06-26,110002841,1,,LENTE CR AR BLUE LIGHT,1,350.0,,
,11,2023-06-26,110002842,1,,LENTE MULI DIGITAL PRO HD,1,690.0,,
,11,2023-06-27,110002843,1,,LENTE POLY AR BLUE ,1,600.0,,
,11,2023-06-27,110002843,1,,3 ARMAÇÕES,1,100.0,,
,11,2023-06-28,110002846,1,,LENTE CR INCOLOR,1,300.0,,
,11,2023-06-28,110002846,1,,ARMAÇÃO METAL FECHADO,1,50.0,,
,11,2023-06-28,110002847,1,,LENTE CR AR BLUE LIGHT,1,350.0,,
,11,2023-06-28,110002847,1,,ARMAÇÃO METAL FECHADO BELLATIS,1,100.0,,
,10,2023-06-27,100000711,1,,CR COM AR,1,250.0,,
,10,2023-06-28,100000712,1,,ARMAÇÃO BELLATIS,1,230.0,,
,10,2023-06-28,100000713,1,,ARMAÇÃO SOLAR PROMOÇÃO,1,29.99,,
,12,2023-06-30,120001573,1,,LENTE MULTI CR AR,1,439.0,,
,12,2023-06-30,120001574,1,,ARMAÇÃO OTM VT30023 C3,1,29.9,,
,12,2023-06-30,120001575,1,,SOLAR,1,70.0,,
,12,2023-06-29,120001571,1,,POLLY AR BLUE ,1,300.0,,
,12,2023-06-29,120001571,1,,ARMAÇÃO BELLATIS FJ5219 C4,1,39.99,,
,12,2023-06-29,120001570,1,,OCULOS DE SOL,1,70.0,,
,12,2023-06-29,120001572,1,,TROCA DE CHARNEIRA,1,15.0,,
,11,2023-06-29,110002848,1,,LENTE CR AR,1,300.0,,
,11,2023-06-29,110002848,1,,ARMAÇÃO BELLATIS,1,50.0,,
,9,2023-06-26,900000238,1,,LENTE PERTO AR ,1,350.0,,
,9,2023-06-26,900000238,1,,ARMAÇÃO ,1,50.0,,
,9,2023-06-27,900000239,1,,LENTE BLUE,1,400.0,,
,9,2023-06-27,900000239,1,,ARMAÇÃO,1,100.0,,
,9,2023-06-27,900000239,1,,SOLAR BRINDE,1,0.0,,
,9,2023-06-27,900000240,1,,LENTE PERTO AR CR ,1,400.0,,
,9,2023-06-27,900000240,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-28,900000241,1,,LENTE CR AR BLUE LIGHT,1,300.0,,
,9,2023-06-28,900000241,1,,ARMAÇÃO OTM,1,99.0,,
,9,2023-06-29,900000242,1,,MULTIFOCAL CR AR ,1,500.0,,
,9,2023-06-29,900000242,1,,ARMAÇÃO CLIPON,1,90.0,,
,9,2023-06-29,900000243,1,,MULTIFOCAL FOTO AR,1,800.0,,
,9,2023-06-29,900000243,1,,ARMAÇÃO,1,50.0,,
,9,2023-06-29,900000244,1,,ARMAÇÃO,1,800.0,,
,9,2023-06-29,900000245,1,,LENTE CR AR ,1,199.0,,
,9,2023-06-29,900000245,1,,ARMAÇÃO MALU,1,100.0,,
,9,2023-06-29,900000246,1,,LENTE CR AR 1.67,1,799.0,,
,9,2023-06-30,900000247,1,,LENTE SENSITY HOLD,1,1000.0,,
,9,2023-06-30,900000247,1,,ARMAÇÃO TM,1,400.0,,
,9,2023-06-30,900000248,1,,LENTE BLUE COM ANTI REFLEXO,1,1000.0,,
,9,2023-06-30,900000248,1,,ARMAÇÃO MALU,1,290.0,,
,9,2023-06-30,900000249,1,,LENTE FOTO BLUE ,1,600.0,,
,9,2023-06-30,900000250,1,,MULTI FOTO AR,1,1000.0,,
,9,2023-06-30,900000250,1,,ARMAÇÃO MALU,1,200.0,,
,9,2023-07-30,900000251,1,,LENTE CR AR ,1,400.0,,
,9,2023-07-30,900000252,1,,LENTE CR AR ,1,300.0,,
,9,2023-07-30,900000253,1,,LENTE CR INCOLOR,1,400.0,,
,9,2023-07-30,900000253,1,,ARMAÇÃO TM,1,50.0,,
,9,2023-07-30,900000254,1,,LENTE CR INCOLOR,1,300.0,,
,9,2023-07-30,900000255,1,,LENTE CR AR ,1,250.0,,
,9,2023-07-30,900000255,1,,ARMAÇÃO MALU,1,50.0,,
,9,2023-07-30,900000256,1,,LENTE CR AR BLUE,1,300.0,,
,9,2023-07-30,900000256,1,,ARMAÇÃO ,1,50.0,,
,9,2023-07-30,900000256,1,,SOLAR BRINDE,1,0.0,,
,11,2023-06-30,110002849,1,,LENTE PRO HD CR AR ACRILICAS,1,500.0,,
,11,2023-06-30,110002849,1,,3 PEÇAS DE ARMAÇÃO,1,200.0,,
,11,2023-06-30,110002850,1,,LENTE POLY BLUE COM AR,1,400.0,,
,11,2023-06-30,110002851,1,,ARMAÇÃO ATITUDE,1,380.0,,
,11,2023-06-30,110002852,1,,LENTE CR AR ,1,500.0,,
,11,2023-06-30,110002852,1,,ARMAÇÃO BELLATIS,1,200.0,,
,11,2023-06-30,110002853,1,,LENTE CR AR,1,280.0,,
,11,2023-06-30,110002855,1,,LENTE MULTI POLY AR ,1,609.0,,
,11,2023-06-30,110002855,1,,ARMAÇÃO BELATTIS,1,190.0,,
