os,vendedor,carne,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
3577,ROGERIO,Não,15,OS_ENTREGUES_DIA,22,"[3577, 'ROGERIO', 'Não']",2024-06-22 00:00:00,,rio_pequeno,jun_24.xlsx
3555,ROGERIO,Não,15,OS_ENTREGUES_DIA,24,"[3555, 'ROGERIO', 'Não']",2024-06-24 00:00:00,,rio_pequeno,jun_24.xlsx
3584,ROSANGELA,Não,16,OS_ENTREGUES_DIA,24,"[3584, 'ROSANGELA', 'Não']",2024-06-24 00:00:00,,rio_pequeno,jun_24.xlsx
3560,ROGERIO,Não,17,OS_ENTREGUES_DIA,24,"[3560, 'ROGERIO', 'Não']",2024-06-24 00:00:00,,rio_pequeno,jun_24.xlsx
3583,ROSANGELA,Não,18,OS_ENTREGUES_DIA,24,"[3583, 'ROSANGELA', 'Não']",2024-06-24 00:00:00,,rio_pequeno,jun_24.xlsx
3562,ROGERIO,Não,15,OS_ENTREGUES_DIA,25,"[3562, 'ROGERIO', 'Não']",2024-06-25 00:00:00,,rio_pequeno,jun_24.xlsx
3588,ROGERIO,Não,15,OS_ENTREGUES_DIA,26,"[3588, 'ROGERIO', 'Não']",2024-06-26 00:00:00,,rio_pequeno,jun_24.xlsx
3575,ROGERIO,Não,15,OS_ENTREGUES_DIA,27,"[3575, 'ROGERIO', 'Não']",2024-06-27 00:00:00,,rio_pequeno,jun_24.xlsx
3576,ROGERIO,Não,16,OS_ENTREGUES_DIA,27,"[3576, 'ROGERIO', 'Não']",2024-06-27 00:00:00,,rio_pequeno,jun_24.xlsx
3564,ROSANGELA,Não,15,OS_ENTREGUES_DIA,28,"[3564, 'ROSANGELA', 'Não']",2024-06-28 00:00:00,,rio_pequeno,jun_24.xlsx
3565,ROSANGELA,Não,16,OS_ENTREGUES_DIA,28,"[3565, 'ROSANGELA', 'Não']",2024-06-28 00:00:00,,rio_pequeno,jun_24.xlsx
3589,GARANTIA,Não,17,OS_ENTREGUES_DIA,28,"[3589, 'GARANTIA', 'Não']",2024-06-28 00:00:00,,rio_pequeno,jun_24.xlsx
3507,Rosangela,Não,15,OS_ENTREGUES_DIA,6,"[3507, 'Rosangela', 'Não']",2024-05-06 00:00:00,,rio_pequeno,mai_24.xlsx
3496,Rosangela,Não,15,OS_ENTREGUES_DIA,8,"[3496, 'Rosangela', 'Não']",2024-05-08 00:00:00,,rio_pequeno,mai_24.xlsx
3487,Rosangela,Não,16,OS_ENTREGUES_DIA,8,"[3487, 'Rosangela', 'Não']",2024-05-08 00:00:00,,rio_pequeno,mai_24.xlsx
3491,Rosangela,Sim,17,OS_ENTREGUES_DIA,8,"[3491, 'Rosangela', 'Sim']",2024-05-08 00:00:00,,rio_pequeno,mai_24.xlsx
3421,Rosangela,Não,15,OS_ENTREGUES_DIA,10,"[3421, 'Rosangela', 'Não']",2024-05-10 00:00:00,,rio_pequeno,mai_24.xlsx
3516,Rosangela,Não,15,OS_ENTREGUES_DIA,11,"[3516, 'Rosangela', 'Não']",2024-05-11 00:00:00,,rio_pequeno,mai_24.xlsx
3509,Rosangela,Não,15,OS_ENTREGUES_DIA,15,"[3509, 'Rosangela', 'Não']",2024-05-15 00:00:00,,rio_pequeno,mai_24.xlsx
3512,Rosangela,Não,15,OS_ENTREGUES_DIA,16,"[3512, 'Rosangela', 'Não']",2024-05-16 00:00:00,,rio_pequeno,mai_24.xlsx
3517,Rosangela,Não,16,OS_ENTREGUES_DIA,16,"[3517, 'Rosangela', 'Não']",2024-05-16 00:00:00,,rio_pequeno,mai_24.xlsx
3515,Rosangela,Não,15,OS_ENTREGUES_DIA,17,"[3515, 'Rosangela', 'Não']",2024-05-17 00:00:00,,rio_pequeno,mai_24.xlsx
3511,Rosangela,Não,15,OS_ENTREGUES_DIA,20,"[3511, 'Rosangela', 'Não']",2024-05-20 00:00:00,,rio_pequeno,mai_24.xlsx
3514,Rosangela,Não,16,OS_ENTREGUES_DIA,20,"[3514, 'Rosangela', 'Não']",2024-05-20 00:00:00,,rio_pequeno,mai_24.xlsx
3533,Rosangela,Não,15,OS_ENTREGUES_DIA,23,"[3533, 'Rosangela', 'Não']",2024-05-23 00:00:00,,rio_pequeno,mai_24.xlsx
3524,Rosangela,Não,16,OS_ENTREGUES_DIA,23,"[3524, 'Rosangela', 'Não']",2024-05-23 00:00:00,,rio_pequeno,mai_24.xlsx
3513,Rosangela,Não,17,OS_ENTREGUES_DIA,23,"[3513, 'Rosangela', 'Não']",2024-05-23 00:00:00,,rio_pequeno,mai_24.xlsx
3522,Rosangela ,Não,15,OS_ENTREGUES_DIA,24,"[3522, 'Rosangela ', 'Não']",2024-05-24 00:00:00,,rio_pequeno,mai_24.xlsx
3510,Rogério,Não,15,OS_ENTREGUES_DIA,25,"[3510, 'Rogério', 'Não']",2024-05-25 00:00:00,,rio_pequeno,mai_24.xlsx
3538,Rogério,Não,16,OS_ENTREGUES_DIA,25,"[3538, 'Rogério', 'Não']",2024-05-25 00:00:00,,rio_pequeno,mai_24.xlsx
3527,Rogério,Não,15,OS_ENTREGUES_DIA,28,"[3527, 'Rogério', 'Não']",2024-05-28 00:00:00,,rio_pequeno,mai_24.xlsx
3546,Rogério,Não,16,OS_ENTREGUES_DIA,28,"[3546, 'Rogério', 'Não']",2024-05-28 00:00:00,,rio_pequeno,mai_24.xlsx
3526,rogerio,Não,15,OS_ENTREGUES_DIA,31,"[3526, 'rogerio', 'Não']",2024-05-31 00:00:00,,rio_pequeno,mai_24.xlsx
3532,rogerio,Não,16,OS_ENTREGUES_DIA,31,"[3532, 'rogerio', 'Não']",2024-05-31 00:00:00,,rio_pequeno,mai_24.xlsx
3531,rogerio,Não,17,OS_ENTREGUES_DIA,31,"[3531, 'rogerio', 'Não']",2024-05-31 00:00:00,,rio_pequeno,mai_24.xlsx
3528,rosangela,Não,18,OS_ENTREGUES_DIA,31,"[3528, 'rosangela', 'Não']",2024-05-31 00:00:00,,rio_pequeno,mai_24.xlsx
3433,Rosângela,Não,15,OS_ENTREGUES_DIA,2,"[3433, 'Rosângela', 'Não']",2024-03-02 00:00:00,,rio_pequeno,mar_24.xlsx
3428,Rosângela,Não,16,OS_ENTREGUES_DIA,2,"[3428, 'Rosângela', 'Não']",2024-03-02 00:00:00,,rio_pequeno,mar_24.xlsx
3405,Rosângela,Não,17,OS_ENTREGUES_DIA,2,"[3405, 'Rosângela', 'Não']",2024-03-02 00:00:00,,rio_pequeno,mar_24.xlsx
3439,Rosângela,Não,18,OS_ENTREGUES_DIA,2,"[3439, 'Rosângela', 'Não']",2024-03-02 00:00:00,,rio_pequeno,mar_24.xlsx
3441,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,4,"[3441, 'ROSÂNGELA', 'Não']",2024-03-04 00:00:00,,rio_pequeno,mar_24.xlsx
3442,ROSÂNGELA,Não,16,OS_ENTREGUES_DIA,4,"[3442, 'ROSÂNGELA', 'Não']",2024-03-04 00:00:00,,rio_pequeno,mar_24.xlsx
3444,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,5,"[3444, 'ROSÂNGELA', 'Não']",2024-03-05 00:00:00,,rio_pequeno,mar_24.xlsx
3438,ROSÂNGELA,Não,16,OS_ENTREGUES_DIA,5,"[3438, 'ROSÂNGELA', 'Não']",2024-03-05 00:00:00,,rio_pequeno,mar_24.xlsx
3445,ROSÂNGELA,Não,17,OS_ENTREGUES_DIA,5,"[3445, 'ROSÂNGELA', 'Não']",2024-03-05 00:00:00,,rio_pequeno,mar_24.xlsx
3443,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,8,"[3443, 'ROSÂNGELA', 'Não']",2024-03-08 00:00:00,,rio_pequeno,mar_24.xlsx
3420,ROSÂNGELA,Não,16,OS_ENTREGUES_DIA,8,"[3420, 'ROSÂNGELA', 'Não']",2024-03-08 00:00:00,,rio_pequeno,mar_24.xlsx
3294,ROSÂNGELA,Não,17,OS_ENTREGUES_DIA,8,"[3294, 'ROSÂNGELA', 'Não']",2024-03-08 00:00:00,,rio_pequeno,mar_24.xlsx
3450,Rosangela,Não,15,OS_ENTREGUES_DIA,9,"[3450, 'Rosangela', 'Não']",2024-03-09 00:00:00,,rio_pequeno,mar_24.xlsx
3451,Rosangela,Não,16,OS_ENTREGUES_DIA,9,"[3451, 'Rosangela', 'Não']",2024-03-09 00:00:00,,rio_pequeno,mar_24.xlsx
3440,Rosangela,Não,15,OS_ENTREGUES_DIA,14,"[3440, 'Rosangela', 'Não']",2024-03-14 00:00:00,,rio_pequeno,mar_24.xlsx
3457,Rosangela,Não,15,OS_ENTREGUES_DIA,16,"[3457, 'Rosangela', 'Não']",.,,rio_pequeno,mar_24.xlsx
3454,Rosangela,Não,15,OS_ENTREGUES_DIA,18,"[3454, 'Rosangela', 'Não']",2024-03-18 00:00:00,,rio_pequeno,mar_24.xlsx
3468,Rosangela,Não,15,OS_ENTREGUES_DIA,19,"[3468, 'Rosangela', 'Não']",2024-03-19 00:00:00,,rio_pequeno,mar_24.xlsx
3458,Rosangela,Não,15,OS_ENTREGUES_DIA,21,"[3458, 'Rosangela', 'Não']",2024-03-21 00:00:00,,rio_pequeno,mar_24.xlsx
3452,Rosangela,Sim,15,OS_ENTREGUES_DIA,22,"[3452, 'Rosangela', 'Sim']",2024-03-22 00:00:00,,rio_pequeno,mar_24.xlsx
3460,Rosangela,Não,16,OS_ENTREGUES_DIA,22,"[3460, 'Rosangela', 'Não']",2024-03-22 00:00:00,,rio_pequeno,mar_24.xlsx
3461,Rosangela,Não,17,OS_ENTREGUES_DIA,22,"[3461, 'Rosangela', 'Não']",2024-03-22 00:00:00,,rio_pequeno,mar_24.xlsx
3455,Rosangela,Não,15,OS_ENTREGUES_DIA,25,"[3455, 'Rosangela', 'Não']",2024-03-25 00:00:00,,rio_pequeno,mar_24.xlsx
3456,Rosangela,Não,16,OS_ENTREGUES_DIA,25,"[3456, 'Rosangela', 'Não']",2024-03-25 00:00:00,,rio_pequeno,mar_24.xlsx
3463,Rosangela,Não,17,OS_ENTREGUES_DIA,25,"[3463, 'Rosangela', 'Não']",2024-03-25 00:00:00,,rio_pequeno,mar_24.xlsx
3474,Rosangela,Não,18,OS_ENTREGUES_DIA,25,"[3474, 'Rosangela', 'Não']",2024-03-25 00:00:00,,rio_pequeno,mar_24.xlsx
3469,Rosangela,Não,15,OS_ENTREGUES_DIA,28,"[3469, 'Rosangela', 'Não']",2024-03-28 00:00:00,,rio_pequeno,mar_24.xlsx
3154,ROGERIO,Não,15,OS_ENTREGUES_DIA,1,"[3154, 'ROGERIO', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3164,ROGERIO,Não,16,OS_ENTREGUES_DIA,1,"[3164, 'ROGERIO', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3158,GARANTIA,Não,17,OS_ENTREGUES_DIA,1,"[3158, 'GARANTIA', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3112,ROGERIO,Não,18,OS_ENTREGUES_DIA,1,"[3112, 'ROGERIO', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3162,ROGERIO,Não,19,OS_ENTREGUES_DIA,1,"[3162, 'ROGERIO', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3157,ROSANGELA,Não,20,OS_ENTREGUES_DIA,1,"[3157, 'ROSANGELA', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3185,GARANTIA,Não,21,OS_ENTREGUES_DIA,1,"[3185, 'GARANTIA', 'Não']",2023-11-01 00:00:00,,rio_pequeno,nov_23.xlsx
3142,ROGERIO,Não,15,OS_ENTREGUES_DIA,3,"[3142, 'ROGERIO', 'Não']",2023-11-03 00:00:00,,rio_pequeno,nov_23.xlsx
3160,ROGERIO,Não,16,OS_ENTREGUES_DIA,3,"[3160, 'ROGERIO', 'Não']",2023-11-03 00:00:00,,rio_pequeno,nov_23.xlsx
3161,ROGERIO,Não,17,OS_ENTREGUES_DIA,3,"[3161, 'ROGERIO', 'Não']",2023-11-03 00:00:00,,rio_pequeno,nov_23.xlsx
3171,ROSANGELA,Não,15,OS_ENTREGUES_DIA,4,"[3171, 'ROSANGELA', 'Não']",2023-11-04 00:00:00,,rio_pequeno,nov_23.xlsx
3166,ROGERIO,Não,16,OS_ENTREGUES_DIA,4,"[3166, 'ROGERIO', 'Não']",2023-11-04 00:00:00,,rio_pequeno,nov_23.xlsx
3080,ROGERIO,Não,17,OS_ENTREGUES_DIA,4,"[3080, 'ROGERIO', 'Não']",2023-11-04 00:00:00,,rio_pequeno,nov_23.xlsx
3145,ROGERIO,Não,15,OS_ENTREGUES_DIA,6,"[3145, 'ROGERIO', 'Não']",2023-11-06 00:00:00,,rio_pequeno,nov_23.xlsx
3204,ROGERIO,Não,16,OS_ENTREGUES_DIA,6,"[3204, 'ROGERIO', 'Não']",2023-11-06 00:00:00,,rio_pequeno,nov_23.xlsx
3163,ROGERIO,Não,15,OS_ENTREGUES_DIA,7,"[3163, 'ROGERIO', 'Não']",2023-11-07 00:00:00,,rio_pequeno,nov_23.xlsx
3173,ROGERIO,Não,16,OS_ENTREGUES_DIA,7,"[3173, 'ROGERIO', 'Não']",2023-11-07 00:00:00,,rio_pequeno,nov_23.xlsx
3191,ROGERIO,Não,17,OS_ENTREGUES_DIA,7,"[3191, 'ROGERIO', 'Não']",2023-11-07 00:00:00,,rio_pequeno,nov_23.xlsx
3200,ROGERIO,Não,18,OS_ENTREGUES_DIA,7,"[3200, 'ROGERIO', 'Não']",2023-11-07 00:00:00,,rio_pequeno,nov_23.xlsx
3183,ROSANGELA,Não,15,OS_ENTREGUES_DIA,8,"[3183, 'ROSANGELA', 'Não']",2023-11-08 00:00:00,,rio_pequeno,nov_23.xlsx
3153,ROGERIO,Não,15,OS_ENTREGUES_DIA,9,"[3153, 'ROGERIO', 'Não']",2023-11-09 00:00:00,,rio_pequeno,nov_23.xlsx
3167,GARANTIA,Não,16,OS_ENTREGUES_DIA,9,"[3167, 'GARANTIA', 'Não']",2023-11-09 00:00:00,,rio_pequeno,nov_23.xlsx
3113,ROGERIO,Não,17,OS_ENTREGUES_DIA,9,"[3113, 'ROGERIO', 'Não']",2023-11-09 00:00:00,,rio_pequeno,nov_23.xlsx
3148,R0GERIO,Não,15,OS_ENTREGUES_DIA,10,"[3148, 'R0GERIO', 'Não']",2023-11-10 00:00:00,,rio_pequeno,nov_23.xlsx
3196,R0GERIO,Não,16,OS_ENTREGUES_DIA,10,"[3196, 'R0GERIO', 'Não']",2023-11-10 00:00:00,,rio_pequeno,nov_23.xlsx
3193,R0GERIO,Não,17,OS_ENTREGUES_DIA,10,"[3193, 'R0GERIO', 'Não']",2023-11-10 00:00:00,,rio_pequeno,nov_23.xlsx
3178,ROGERIO,Não,15,OS_ENTREGUES_DIA,11,"[3178, 'ROGERIO', 'Não']",2023-11-11 00:00:00,,rio_pequeno,nov_23.xlsx
3141,ROGERIO,Sim,16,OS_ENTREGUES_DIA,11,"[3141, 'ROGERIO', 'Sim']",2023-11-11 00:00:00,,rio_pequeno,nov_23.xlsx
3217,ROGERIO,Não,17,OS_ENTREGUES_DIA,11,"[3217, 'ROGERIO', 'Não']",2023-11-11 00:00:00,,rio_pequeno,nov_23.xlsx
3165,GARANTIA,Não,18,OS_ENTREGUES_DIA,11,"[3165, 'GARANTIA', 'Não']",2023-11-11 00:00:00,,rio_pequeno,nov_23.xlsx
3155,ROGERIO,Não,19,OS_ENTREGUES_DIA,11,"[3155, 'ROGERIO', 'Não']",2023-11-11 00:00:00,,rio_pequeno,nov_23.xlsx
3221, ROGERIO,Não,15,OS_ENTREGUES_DIA,13,"[3221, ' ROGERIO', 'Não']",2023-11-13 00:00:00,,rio_pequeno,nov_23.xlsx
3222,ROGERIO,Não,16,OS_ENTREGUES_DIA,13,"[3222, 'ROGERIO', 'Não']",2023-11-13 00:00:00,,rio_pequeno,nov_23.xlsx
3223,ROSANGELA,Não,17,OS_ENTREGUES_DIA,13,"[3223, 'ROSANGELA', 'Não']",2023-11-13 00:00:00,,rio_pequeno,nov_23.xlsx
3215,LARISSA,Não,18,OS_ENTREGUES_DIA,13,"[3215, 'LARISSA', 'Não']",2023-11-13 00:00:00,,rio_pequeno,nov_23.xlsx
3150,ROGERIO,Não,15,OS_ENTREGUES_DIA,14,"[3150, 'ROGERIO', 'Não']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3175,ROSANGELA,Sim,16,OS_ENTREGUES_DIA,14,"[3175, 'ROSANGELA', 'Sim']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3176,ROSANGELA,Sim,17,OS_ENTREGUES_DIA,14,"[3176, 'ROSANGELA', 'Sim']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3177,ROSANGELA,Sim,18,OS_ENTREGUES_DIA,14,"[3177, 'ROSANGELA', 'Sim']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3192,ROGERIO,Não,19,OS_ENTREGUES_DIA,14,"[3192, 'ROGERIO', 'Não']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3204,ROGERIO,Não,20,OS_ENTREGUES_DIA,14,"[3204, 'ROGERIO', 'Não']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3210,ROGERIO,Não,21,OS_ENTREGUES_DIA,14,"[3210, 'ROGERIO', 'Não']",2023-11-14 00:00:00,,rio_pequeno,nov_23.xlsx
3213,ROGERIO,Não,15,OS_ENTREGUES_DIA,16,"[3213, 'ROGERIO', 'Não']",2023-11-16 00:00:00,,rio_pequeno,nov_23.xlsx
3203,GARANTIA,Não,16,OS_ENTREGUES_DIA,16,"[3203, 'GARANTIA', 'Não']",2023-11-16 00:00:00,,rio_pequeno,nov_23.xlsx
3194,ROGERIO,Não,17,OS_ENTREGUES_DIA,16,"[3194, 'ROGERIO', 'Não']",2023-11-16 00:00:00,,rio_pequeno,nov_23.xlsx
3195,ROGERIO,Não,15,OS_ENTREGUES_DIA,17,"[3195, 'ROGERIO', 'Não']",2023-11-17 00:00:00,,rio_pequeno,nov_23.xlsx
3211,ROGERIO,Não,16,OS_ENTREGUES_DIA,17,"[3211, 'ROGERIO', 'Não']",2023-11-17 00:00:00,,rio_pequeno,nov_23.xlsx
3225,ROGERIO,Não,15,OS_ENTREGUES_DIA,18,"[3225, 'ROGERIO', 'Não']",2023-11-18 00:00:00,,rio_pequeno,nov_23.xlsx
3209,ROGERIO,Não,16,OS_ENTREGUES_DIA,18,"[3209, 'ROGERIO', 'Não']",2023-11-18 00:00:00,,rio_pequeno,nov_23.xlsx
3212,ROGERIO,Não,17,OS_ENTREGUES_DIA,18,"[3212, 'ROGERIO', 'Não']",2023-11-18 00:00:00,,rio_pequeno,nov_23.xlsx
3199,ROGERIO,Sim,15,OS_ENTREGUES_DIA,21,"[3199, 'ROGERIO', 'Sim']",2023-11-21 00:00:00,,rio_pequeno,nov_23.xlsx
3205,ROGERIO,Não,15,OS_ENTREGUES_DIA,23,"[3205, 'ROGERIO', 'Não']",2023-11-23 00:00:00,,rio_pequeno,nov_23.xlsx
3202,garantia,Não,16,OS_ENTREGUES_DIA,23,"[3202, 'garantia', 'Não']",2023-11-23 00:00:00,,rio_pequeno,nov_23.xlsx
3234,Rogério,Não,15,OS_ENTREGUES_DIA,24,"[3234, 'Rogério', 'Não']",2023-11-24 00:00:00,,rio_pequeno,nov_23.xlsx
3184,ROSANGELA,Não,16,OS_ENTREGUES_DIA,24,"[3184, 'ROSANGELA', 'Não']",2023-11-24 00:00:00,,rio_pequeno,nov_23.xlsx
3168,ROGERIO,Não,15,OS_ENTREGUES_DIA,25,"[3168, 'ROGERIO', 'Não']",2023-11-25 00:00:00,,rio_pequeno,nov_23.xlsx
3216,ROGERIO,Não,16,OS_ENTREGUES_DIA,25,"[3216, 'ROGERIO', 'Não']",2023-11-25 00:00:00,,rio_pequeno,nov_23.xlsx
3227,ROSANGELA,Não,17,OS_ENTREGUES_DIA,25,"[3227, 'ROSANGELA', 'Não']",2023-11-25 00:00:00,,rio_pequeno,nov_23.xlsx
3228,ROSANGELA,Não,18,OS_ENTREGUES_DIA,25,"[3228, 'ROSANGELA', 'Não']",2023-11-25 00:00:00,,rio_pequeno,nov_23.xlsx
3247,ROSANGELA,Não,19,OS_ENTREGUES_DIA,25,"[3247, 'ROSANGELA', 'Não']",2023-11-25 00:00:00,,rio_pequeno,nov_23.xlsx
3249,ROSANGELA,Não,15,OS_ENTREGUES_DIA,27,"[3249, 'ROSANGELA', 'Não']",2023-11-27 00:00:00,,rio_pequeno,nov_23.xlsx
3224,ROGERIO,Não,16,OS_ENTREGUES_DIA,27,"[3224, 'ROGERIO', 'Não']",2023-11-27 00:00:00,,rio_pequeno,nov_23.xlsx
3219,ROGERIO,Não,17,OS_ENTREGUES_DIA,27,"[3219, 'ROGERIO', 'Não']",2023-11-27 00:00:00,,rio_pequeno,nov_23.xlsx
3236,Rosangela,Não,15,OS_ENTREGUES_DIA,29,"[3236, 'Rosangela', 'Não']",2023-11-29 00:00:00,,rio_pequeno,nov_23.xlsx
3236,ROSANGELA,Não,15,OS_ENTREGUES_DIA,30,"[3236, 'ROSANGELA', 'Não']",2023-11-30 00:00:00,,rio_pequeno,nov_23.xlsx
3231,ROGERIO,Não,16,OS_ENTREGUES_DIA,30,"[3231, 'ROGERIO', 'Não']",2023-11-30 00:00:00,,rio_pequeno,nov_23.xlsx
3258,ROGERIO,Não,17,OS_ENTREGUES_DIA,30,"[3258, 'ROGERIO', 'Não']",2023-11-30 00:00:00,,rio_pequeno,nov_23.xlsx
3229,ROSANGELA,Não,18,OS_ENTREGUES_DIA,30,"[3229, 'ROSANGELA', 'Não']",2023-11-30 00:00:00,,rio_pequeno,nov_23.xlsx
3756,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,4,"[3756, 'ROSÂNGELA', 'Não']",2024-11-04 00:00:00,,rio_pequeno,nov_24.xlsx
3770,ROGÉRIO,não,15,OS_ENTREGUES_DIA,5,"[3770, 'ROGÉRIO', 'não']",2024-11-05 00:00:00,,rio_pequeno,nov_24.xlsx
3775,ROSÂNGELA,não,16,OS_ENTREGUES_DIA,5,"[3775, 'ROSÂNGELA', 'não']",2024-11-05 00:00:00,,rio_pequeno,nov_24.xlsx
3787,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,6,"[3787, 'ROGÉRIO', 'Não']",2024-11-06 00:00:00,,rio_pequeno,nov_24.xlsx
3771,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,7,"[3771, 'ROGÉRIO', 'Não']",2024-11-07 00:00:00,,rio_pequeno,nov_24.xlsx
3772,ROGÉRIO,Não,16,OS_ENTREGUES_DIA,7,"[3772, 'ROGÉRIO', 'Não']",2024-11-07 00:00:00,,rio_pequeno,nov_24.xlsx
3769,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,8,"[3769, 'ROGÉRIO', 'Não']",2024-11-08 00:00:00,,rio_pequeno,nov_24.xlsx
3759,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,9,"[3759, 'ROGÉRIO', 'Não']",2024-11-09 00:00:00,,rio_pequeno,nov_24.xlsx
3781,ROGÉRIO,Não,16,OS_ENTREGUES_DIA,9,"[3781, 'ROGÉRIO', 'Não']",2024-11-09 00:00:00,,rio_pequeno,nov_24.xlsx
3764,ROGÉRIO,Não,17,OS_ENTREGUES_DIA,9,"[3764, 'ROGÉRIO', 'Não']",2024-11-09 00:00:00,,rio_pequeno,nov_24.xlsx
3773,ROGÉRIO,Sim,18,OS_ENTREGUES_DIA,9,"[3773, 'ROGÉRIO', 'Sim']",2024-11-09 00:00:00,,rio_pequeno,nov_24.xlsx
3782,ROSÂNGELA,Não,19,OS_ENTREGUES_DIA,9,"[3782, 'ROSÂNGELA', 'Não']",2024-11-09 00:00:00,,rio_pequeno,nov_24.xlsx
3754,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,11,"[3754, 'ROGÉRIO', 'Não']",2024-11-11 00:00:00,,rio_pequeno,nov_24.xlsx
3774,ROSÂNGELA,Não,16,OS_ENTREGUES_DIA,11,"[3774, 'ROSÂNGELA', 'Não']",2024-11-11 00:00:00,,rio_pequeno,nov_24.xlsx
3779,ROSÂNGELA,Não,17,OS_ENTREGUES_DIA,11,"[3779, 'ROSÂNGELA', 'Não']",2024-11-11 00:00:00,,rio_pequeno,nov_24.xlsx
3780,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,13,"[3780, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3785,ROGÉRIO,Não,16,OS_ENTREGUES_DIA,13,"[3785, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3786,ROGÉRIO,Não,17,OS_ENTREGUES_DIA,13,"[3786, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3783,ROGÉRIO,Não,18,OS_ENTREGUES_DIA,13,"[3783, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3784,ROGÉRIO,Não,19,OS_ENTREGUES_DIA,13,"[3784, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3792,ROGÉRIO,Não,20,OS_ENTREGUES_DIA,13,"[3792, 'ROGÉRIO', 'Não']",2024-11-13 00:00:00,,rio_pequeno,nov_24.xlsx
3777,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,16,"[3777, 'ROSÂNGELA', 'Não']",2024-11-16 00:00:00,,rio_pequeno,nov_24.xlsx
3793,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,19,"[3793, 'ROSÂNGELA', 'Não']",2024-11-19 00:00:00,,rio_pequeno,nov_24.xlsx
3795,ROGÉRIO,Não,16,OS_ENTREGUES_DIA,19,"[3795, 'ROGÉRIO', 'Não']",2024-11-19 00:00:00,,rio_pequeno,nov_24.xlsx
3798,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,22,"[3798, 'ROGÉRIO', 'Não']",2024-11-22 00:00:00,,rio_pequeno,nov_24.xlsx
3789,ROGÉRIO,Não,15,OS_ENTREGUES_DIA,23,"[3789, 'ROGÉRIO', 'Não']",2024-11-23 00:00:00,,rio_pequeno,nov_24.xlsx
3766,ROSÂNGELA,Sim,16,OS_ENTREGUES_DIA,23,"[3766, 'ROSÂNGELA', 'Sim']",2024-11-23 00:00:00,,rio_pequeno,nov_24.xlsx
3807,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,27,"[3807, 'ROSÂNGELA', 'Não']",2024-11-27 00:00:00,,rio_pequeno,nov_24.xlsx
3810,ROSÂNGELA,Não,15,OS_ENTREGUES_DIA,29,"[3810, 'ROSÂNGELA', 'Não']",2024-11-29 00:00:00,,rio_pequeno,nov_24.xlsx
3801,ROSÂNGELA,Não,16,OS_ENTREGUES_DIA,29,"[3801, 'ROSÂNGELA', 'Não']",2024-11-29 00:00:00,,rio_pequeno,nov_24.xlsx
3802,ROSÂNGELA,Não,17,OS_ENTREGUES_DIA,29,"[3802, 'ROSÂNGELA', 'Não']",2024-11-29 00:00:00,,rio_pequeno,nov_24.xlsx
3042,BRUNO,Não,15,OS_ENTREGUES_DIA,2,"[3042, 'BRUNO', 'Não']",2023-10-02 00:00:00,,rio_pequeno,out_23.xlsx
2474,BRUNO,Não,16,OS_ENTREGUES_DIA,2,"[2474, 'BRUNO', 'Não']",2023-10-02 00:00:00,,rio_pequeno,out_23.xlsx
