os,vendedor,carne,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
900,WEVILLY,Não,16,OS_ENTREGUES_DIA,10,"[900, 'WEVILLY', 'Não']",2024-05-10,,suzano2,mai_24.xlsx
918,FELIPE,Não,15,OS_ENTREGUES_DIA,11,"[918, 'FELIPE', 'Não']",2024-05-11,,suzano2,mai_24.xlsx
921,FELIPE,Sim,15,OS_ENTREGUES_DIA,16,"[921, 'FELIPE', 'Sim']",2024-05-16,,suzano2,mai_24.xlsx
915,FELIPE,Sim,15,OS_ENTREGUES_DIA,18,"[915, 'FELIPE', 'Sim']",2024-05-18,,suzano2,mai_24.xlsx
916,FELIPE,Sim,16,OS_ENTREGUES_DIA,18,"[916, 'FELIPE', 'Sim']",2024-05-18,,suzano2,mai_24.xlsx
920,FELIPE,Não,15,OS_ENTREGUES_DIA,21,"[920, 'FELIPE', 'Não']",2024-05-21,,suzano2,mai_24.xlsx
926,FELIPE,Sim,15,OS_ENTREGUES_DIA,23,"[926, 'FELIPE', 'Sim']",2024-05-23,,suzano2,mai_24.xlsx
923,FELIPE,Sim,15,OS_ENTREGUES_DIA,24,"[923, 'FELIPE', 'Sim']",2024-05-24,,suzano2,mai_24.xlsx
913,FELIPE,Não,15,OS_ENTREGUES_DIA,27,"[913, 'FELIPE', 'Não']",2024-05-27,,suzano2,mai_24.xlsx
924,FELIPE,Sim,15,OS_ENTREGUES_DIA,28,"[924, 'FELIPE', 'Sim']",2024-05-28,,suzano2,mai_24.xlsx
927,FELIPE,Não,16,OS_ENTREGUES_DIA,28,"[927, 'FELIPE', 'Não']",2024-05-28,,suzano2,mai_24.xlsx
933,FELIPE,Não,15,OS_ENTREGUES_DIA,29,"[933, 'FELIPE', 'Não']",2024-05-29,,suzano2,mai_24.xlsx
922,FELIPE,Não,16,OS_ENTREGUES_DIA,29,"[922, 'FELIPE', 'Não']",2024-05-29,,suzano2,mai_24.xlsx
934,FELIPE  MIRANDA,Sim,15,OS_ENTREGUES_DIA,31,"[934, 'FELIPE  MIRANDA', 'Sim']",2024-05-31,,suzano2,mai_24.xlsx
925,FELIPE  MIRANDA,Sim,16,OS_ENTREGUES_DIA,31,"[925, 'FELIPE  MIRANDA', 'Sim']",2024-05-31,,suzano2,mai_24.xlsx
1027,FELIPE,Não,15,OS_ENTREGUES_DIA,10,"[1027, 'FELIPE', 'Não']",2025-05-10,suzano 2,suzano2,mai_25.xlsx
1087,FELIPE,Não,15,OS_ENTREGUES_DIA,20,"[1087, 'FELIPE', 'Não']",2025-05-20,suzano 2,suzano2,mai_25.xlsx
863,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,01,"[863, 'FELIPE MIRANDA', 'Sim']",2024-03-01,,suzano2,mar_24.xlsx
857,FELIPE MIRANDFA,Não,15,OS_ENTREGUES_DIA,02,"[857, 'FELIPE MIRANDFA', 'Não']",2024-03-02,,suzano2,mar_24.xlsx
864,FELIPE MIRANDFA,Sim,16,OS_ENTREGUES_DIA,02,"[864, 'FELIPE MIRANDFA', 'Sim']",2024-03-02,,suzano2,mar_24.xlsx
861,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,06,"[861, 'FELIPE MIRANDA', 'Sim']",2024-03-06,,suzano2,mar_24.xlsx
869,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,08,"[869, 'FELIPE MIRANDA', 'Não']",2024-03-08,,suzano2,mar_24.xlsx
874,FELIPE MIRANDA,Sim,16,OS_ENTREGUES_DIA,08,"[874, 'FELIPE MIRANDA', 'Sim']",2024-03-08,,suzano2,mar_24.xlsx
877,FELIPE MIRANDA,Não,17,OS_ENTREGUES_DIA,08,"[877, 'FELIPE MIRANDA', 'Não']",2024-03-08,,suzano2,mar_24.xlsx
860,FELIPE MIRANDA,Não,18,OS_ENTREGUES_DIA,08,"[860, 'FELIPE MIRANDA', 'Não']",2024-03-08,,suzano2,mar_24.xlsx
848,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,09,"[848, 'FELIPE MIRANDA', 'Não']",2024-03-09,,suzano2,mar_24.xlsx
856,FELIPE MIRANDA,Não,16,OS_ENTREGUES_DIA,09,"[856, 'FELIPE MIRANDA', 'Não']",2024-03-09,,suzano2,mar_24.xlsx
858,FELIPE MIRANDA,Não,17,OS_ENTREGUES_DIA,09,"[858, 'FELIPE MIRANDA', 'Não']",2024-03-09,,suzano2,mar_24.xlsx
862,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,13,"[862, 'FELIPE MIRANDA', 'Sim']",2024-03-13,,suzano2,mar_24.xlsx
871,FELIPE MIRANDA,Sim,16,OS_ENTREGUES_DIA,13,"[871, 'FELIPE MIRANDA', 'Sim']",2024-03-13,,suzano2,mar_24.xlsx
878,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,14,"[878, 'FELIPE MIRANDA', 'Não']",2024-03-14,,suzano2,mar_24.xlsx
873,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,15,"[873, 'FELIPE MIRANDA', 'Sim']",2024-03-15,,suzano2,mar_24.xlsx
870,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,16,"[870, 'FELIPE MIRANDA', 'Não']",2024-03-16,,suzano2,mar_24.xlsx
868,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,18,"[868, 'FELIPE MIRANDA', 'Não']",2024-03-18,,suzano2,mar_24.xlsx
865,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,19,"[865, 'FELIPE MIRANDA', 'Sim']",2024-03-19,,suzano2,mar_24.xlsx
876,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,22,"[876, 'FELIPE MIRANDA', 'Sim']",2024-03-22,,suzano2,mar_24.xlsx
881,FELIPE MIRANDA,Sim,15,OS_ENTREGUES_DIA,23,"[881, 'FELIPE MIRANDA', 'Sim']",2024-03-23,,suzano2,mar_24.xlsx
872,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,26,"[872, 'FELIPE MIRANDA', 'Não']",2024-03-26,,suzano2,mar_24.xlsx
882,FELIPE MIRANDA,Não,15,OS_ENTREGUES_DIA,28,"[882, 'FELIPE MIRANDA', 'Não']",2024-03-28,,suzano2,mar_24.xlsx
1088,FELIPE,Não,15,OS_ENTREGUES_DIA,07,"[1088, 'FELIPE', 'Não']",2025-03-07,,suzano2,mar_25.xlsx
1089,FELIPE,Não,16,OS_ENTREGUES_DIA,07,"[1089, 'FELIPE', 'Não']",2025-03-07,,suzano2,mar_25.xlsx
1068,FELIPE,Sim,15,OS_ENTREGUES_DIA,15,"[1068, 'FELIPE', 'Sim']",2025-03-15,,suzano2,mar_25.xlsx
1082,FELIPE,Não,15,OS_ENTREGUES_DIA,17,"[1082, 'FELIPE', 'Não']",2025-03-17,,suzano2,mar_25.xlsx
1085,FELIPE,Sim,16,OS_ENTREGUES_DIA,17,"[1085, 'FELIPE', 'Sim']",2025-03-17,,suzano2,mar_25.xlsx
1091,FELIPE,Não,17,OS_ENTREGUES_DIA,17,"[1091, 'FELIPE', 'Não']",2025-03-17,,suzano2,mar_25.xlsx
1098,FELIPE,Não,18,OS_ENTREGUES_DIA,17,"[1098, 'FELIPE', 'Não']",2025-03-17,,suzano2,mar_25.xlsx
1084,FELIPE,Não,15,OS_ENTREGUES_DIA,18,"[1084, 'FELIPE', 'Não']",2025-03-18,,suzano2,mar_25.xlsx
1092,FELIPE,Não,15,OS_ENTREGUES_DIA,19,"[1092, 'FELIPE', 'Não']",2025-03-19,,suzano2,mar_25.xlsx
1095,FELIPE,Não,15,OS_ENTREGUES_DIA,21,"[1095, 'FELIPE', 'Não']",2025-03-21,,suzano2,mar_25.xlsx
1090,FELIPE,Não,15,OS_ENTREGUES_DIA,22,"[1090, 'FELIPE', 'Não']",2025-03-22,,suzano2,mar_25.xlsx
1093,FELIPE,Não,16,OS_ENTREGUES_DIA,22,"[1093, 'FELIPE', 'Não']",2025-03-22,,suzano2,mar_25.xlsx
1106,FELIPE,Não,15,OS_ENTREGUES_DIA,24,"[1106, 'FELIPE', 'Não']",2025-03-24,,suzano2,mar_25.xlsx
1097,FELIPE,Não,15,OS_ENTREGUES_DIA,29,"[1097, 'FELIPE', 'Não']",2025-03-29,,suzano2,mar_25.xlsx
788,MARIA ,Não,15,OS_ENTREGUES_DIA,01,"[788, 'MARIA ', 'Não']",2023-11-01,,suzano2,nov_23.xlsx
791,MARIA / GARANTIA,Não,16,OS_ENTREGUES_DIA,01,"[791, 'MARIA / GARANTIA', 'Não']",2023-11-01,,suzano2,nov_23.xlsx
792,MARIA ,Sim,17,OS_ENTREGUES_DIA,01,"[792, 'MARIA ', 'Sim']",2023-11-01,,suzano2,nov_23.xlsx
773,MARIA ,Sim,15,OS_ENTREGUES_DIA,09,"[773, 'MARIA ', 'Sim']",2023-11-09,,suzano2,nov_23.xlsx
775,MARIA ,Sim,16,OS_ENTREGUES_DIA,09,"[775, 'MARIA ', 'Sim']",2023-11-09,,suzano2,nov_23.xlsx
799,MARIA ,Sim,15,OS_ENTREGUES_DIA,10,"[799, 'MARIA ', 'Sim']",2023-11-10,,suzano2,nov_23.xlsx
801,WILLIAM,Sim,15,OS_ENTREGUES_DIA,16,"[801, 'WILLIAM', 'Sim']",2023-11-16,,suzano2,nov_23.xlsx
800,CARLA CRISTINA ,Não,16,OS_ENTREGUES_DIA,16,"[800, 'CARLA CRISTINA ', 'Não']",2023-11-16,,suzano2,nov_23.xlsx
768,MARIA ,Sim,15,OS_ENTREGUES_DIA,17,"[768, 'MARIA ', 'Sim']",2023-11-17,,suzano2,nov_23.xlsx
787,GARANTIA ,Não,15,OS_ENTREGUES_DIA,18,"[787, 'GARANTIA ', 'Não']",2023-11-18,,suzano2,nov_23.xlsx
802,WILLIAM ,Não,15,OS_ENTREGUES_DIA,23,"[802, 'WILLIAM ', 'Não']",2023-11-23,,suzano2,nov_23.xlsx
1023,FELIPE,Não,15,OS_ENTREGUES_DIA,06,"[1023, 'FELIPE', 'Não']",2024-11-06,,suzano2,nov_24.xlsx
988,FELIPE,Sim,15,OS_ENTREGUES_DIA,07,"[988, 'FELIPE', 'Sim']",2024-11-07,,suzano2,nov_24.xlsx
1017,FELIPE,Não,15,OS_ENTREGUES_DIA,09,"[1017, 'FELIPE', 'Não']",2024-11-09,,suzano2,nov_24.xlsx
1013,FELIPE,Não,15,OS_ENTREGUES_DIA,14,"[1013, 'FELIPE', 'Não']",2024-11-14,,suzano2,nov_24.xlsx
1025,FELIPE,Não,15,OS_ENTREGUES_DIA,19,"[1025, 'FELIPE', 'Não']",2024-11-19,,suzano2,nov_24.xlsx
1022,FELIPE,Não,15,OS_ENTREGUES_DIA,22,"[1022, 'FELIPE', 'Não']",2024-11-22,,suzano2,nov_24.xlsx
1035,FELIPE,Não,15,OS_ENTREGUES_DIA,25,"[1035, 'FELIPE', 'Não']",2024-11-25,,suzano2,nov_24.xlsx
1036,FELIPE,Não,15,OS_ENTREGUES_DIA,26,"[1036, 'FELIPE', 'Não']",2024-11-26,,suzano2,nov_24.xlsx
1033,FELIPE,Sim,15,OS_ENTREGUES_DIA,29,"[1033, 'FELIPE', 'Sim']",2024-11-29,,suzano2,nov_24.xlsx
751,Kaylane ,Não,15,OS_ENTREGUES_DIA,02,"[751, 'Kaylane ', 'Não']",2023-10-02,,suzano2,out_23.xlsx
769,Juliana Cera,Não,16,OS_ENTREGUES_DIA,02,"[769, 'Juliana Cera', 'Não']",2023-10-02,,suzano2,out_23.xlsx
763,Adriana Anselmo,Não,17,OS_ENTREGUES_DIA,02,"[763, 'Adriana Anselmo', 'Não']",2023-10-02,,suzano2,out_23.xlsx
756,MARIA,Não,15,OS_ENTREGUES_DIA,03,"[756, 'MARIA', 'Não']",2023-10-03,,suzano2,out_23.xlsx
\,,,15,OS_ENTREGUES_DIA,04,"['\\', '', '']",2023-10-04,,suzano2,out_23.xlsx
757,Zaine,Sim,15,OS_ENTREGUES_DIA,05,"[757, 'Zaine', 'Sim']",2023-10-05,,suzano2,out_23.xlsx
758,Zaine,Sim,16,OS_ENTREGUES_DIA,05,"[758, 'Zaine', 'Sim']",2023-10-05,,suzano2,out_23.xlsx
757,Zaine,Sim,15,OS_ENTREGUES_DIA,06,"[757, 'Zaine', 'Sim']",2023-10-06,,suzano2,out_23.xlsx
758,Zaine,Sim,16,OS_ENTREGUES_DIA,06,"[758, 'Zaine', 'Sim']",2023-10-06,,suzano2,out_23.xlsx
765,Maria,Não,15,OS_ENTREGUES_DIA,07,"[765, 'Maria', 'Não']",2023-10-07,,suzano2,out_23.xlsx
750,Maria,Não,16,OS_ENTREGUES_DIA,07,"[750, 'Maria', 'Não']",2023-10-07,,suzano2,out_23.xlsx
762,Maria,Não,17,OS_ENTREGUES_DIA,07,"[762, 'Maria', 'Não']",2023-10-07,,suzano2,out_23.xlsx
774,Maria,Sim,15,OS_ENTREGUES_DIA,19,"[774, 'Maria', 'Sim']",2023-10-19,,suzano2,out_23.xlsx
759,Maria,Sim,16,OS_ENTREGUES_DIA,19,"[759, 'Maria', 'Sim']",2023-10-19,,suzano2,out_23.xlsx
782,Samuel,Não,15,OS_ENTREGUES_DIA,21,"[782, 'Samuel', 'Não']",2023-10-21,,suzano2,out_23.xlsx
787,Maria,Não,16,OS_ENTREGUES_DIA,21,"[787, 'Maria', 'Não']",2023-10-21,,suzano2,out_23.xlsx
777,Maria,Não,15,OS_ENTREGUES_DIA,23,"[777, 'Maria', 'Não']",2023-10-23,,suzano2,out_23.xlsx
779,Maria,Sim,15,OS_ENTREGUES_DIA,25,"[779, 'Maria', 'Sim']",2023-10-25,,suzano2,out_23.xlsx
780,Maria,Sim,16,OS_ENTREGUES_DIA,25,"[780, 'Maria', 'Sim']",2023-10-25,,suzano2,out_23.xlsx
781,Maria,Sim,17,OS_ENTREGUES_DIA,25,"[781, 'Maria', 'Sim']",2023-10-25,,suzano2,out_23.xlsx
770,Maria,Não,18,OS_ENTREGUES_DIA,25,"[770, 'Maria', 'Não']",2023-10-25,,suzano2,out_23.xlsx
793,Maria ,Não,15,OS_ENTREGUES_DIA,27,"[793, 'Maria ', 'Não']",2023-10-27,,suzano2,out_23.xlsx
785,Erika,Sim,16,OS_ENTREGUES_DIA,27,"[785, 'Erika', 'Sim']",2023-10-27,,suzano2,out_23.xlsx
786,Erika,Sim,17,OS_ENTREGUES_DIA,27,"[786, 'Erika', 'Sim']",2023-10-27,,suzano2,out_23.xlsx
783,Erika,Não,15,OS_ENTREGUES_DIA,28,"[783, 'Erika', 'Não']",2023-10-28,,suzano2,out_23.xlsx
1001,FELIPE,Sim,15,OS_ENTREGUES_DIA,05,"[1001, 'FELIPE', 'Sim']",2024-10-05,,suzano2,out_24.xlsx
1010,FELIPE,Não,15,OS_ENTREGUES_DIA,07,"[1010, 'FELIPE', 'Não']",2024-10-07,,suzano2,out_24.xlsx
1011,FELIPE,Não,16,OS_ENTREGUES_DIA,07,"[1011, 'FELIPE', 'Não']",2024-10-07,,suzano2,out_24.xlsx
1012,TATY,Não,15,OS_ENTREGUES_DIA,12,"[1012, 'TATY', 'Não']",2024-10-12,,suzano2,out_24.xlsx
1009,FELIPE,Não,15,OS_ENTREGUES_DIA,23,"[1009, 'FELIPE', 'Não']",2024-10-23,,suzano2,out_24.xlsx
995,TATY,Não,16,OS_ENTREGUES_DIA,23,"[995, 'TATY', 'Não']",2024-10-23,,suzano2,out_24.xlsx
1015,FELIPE,Não,15,OS_ENTREGUES_DIA,25,"[1015, 'FELIPE', 'Não']",2024-10-25,,suzano2,out_24.xlsx
1016,FELIPE,Não,16,OS_ENTREGUES_DIA,25,"[1016, 'FELIPE', 'Não']",2024-10-25,,suzano2,out_24.xlsx
1003,FELIPE,Sim,15,OS_ENTREGUES_DIA,29,"[1003, 'FELIPE', 'Sim']",2024-10-29,,suzano2,out_24.xlsx
1008,FELIPE,Não,15,OS_ENTREGUES_DIA,31,"[1008, 'FELIPE', 'Não']",2024-10-31,,suzano2,out_24.xlsx
1014,FELIPE,Sim,16,OS_ENTREGUES_DIA,31,"[1014, 'FELIPE', 'Sim']",2024-10-31,,suzano2,out_24.xlsx
1018,FELIPE,Sim,17,OS_ENTREGUES_DIA,31,"[1018, 'FELIPE', 'Sim']",2024-10-31,,suzano2,out_24.xlsx
745,Rogério ,,15,OS_ENTREGUES_DIA,01,"[745, 'Rogério ', '']",2023-09-01,,suzano2,set_23.xlsx
727,Rogério,Sim,15,OS_ENTREGUES_DIA,04,"[727, 'Rogério', 'Sim']",2023-09-04,,suzano2,set_23.xlsx
741,Rogério,Não,15,OS_ENTREGUES_DIA,05,"[741, 'Rogério', 'Não']",2023-09-05,,suzano2,set_23.xlsx
755,MARIA,Não,15,OS_ENTREGUES_DIA,22,"[755, 'MARIA', 'Não']",2023-09-22,,suzano2,set_23.xlsx
753,Maria de Lourdes,Não,15,OS_ENTREGUES_DIA,26,"[753, 'Maria de Lourdes', 'Não']",2023-09-26,,suzano2,set_23.xlsx
745,Rogério,,15,OS_ENTREGUES_DIA,31,"[745, 'Rogério', '']",2023-10-01,,suzano2,set_23.xlsx
960,FELIPE,Sim,15,OS_ENTREGUES_DIA,03,"[960, 'FELIPE', 'Sim']",2024-09-03,,suzano2,set_24.xlsx
891,WEVILLY,não,15,OS_ENTREGUES_DIA,05,"[891, 'WEVILLY', 'não']",2024-09-05,,suzano2,set_24.xlsx
892,WEVILLY,não,16,OS_ENTREGUES_DIA,05,"[892, 'WEVILLY', 'não']",2024-09-05,,suzano2,set_24.xlsx
988,FELIPE,Sim,15,OS_ENTREGUES_DIA,06,"[988, 'FELIPE', 'Sim']",2024-09-06,,suzano2,set_24.xlsx
987,FELIPE,Sim,15,OS_ENTREGUES_DIA,07,"[987, 'FELIPE', 'Sim']",2024-09-07,,suzano2,set_24.xlsx
997,FELIPE,Não,15,OS_ENTREGUES_DIA,09,"[997, 'FELIPE', 'Não']",2024-09-09,,suzano2,set_24.xlsx
995,FELIPE,Não,15,OS_ENTREGUES_DIA,14,"[995, 'FELIPE', 'Não']",2024-09-14,,suzano2,set_24.xlsx
996,FELIPE,Não,16,OS_ENTREGUES_DIA,14,"[996, 'FELIPE', 'Não']",2024-09-14,,suzano2,set_24.xlsx
990,FELIPE,Sim,15,OS_ENTREGUES_DIA,16,"[990, 'FELIPE', 'Sim']",2024-09-16,,suzano2,set_24.xlsx
1002,FELIPE,Não,15,OS_ENTREGUES_DIA,18,"[1002, 'FELIPE', 'Não']",2024-09-18,,suzano2,set_24.xlsx
999,FELIPE,Sim,15,OS_ENTREGUES_DIA,20,"[999, 'FELIPE', 'Sim']",2024-09-20,,suzano2,set_24.xlsx
1000,FELIPE,Não,16,OS_ENTREGUES_DIA,20,"[1000, 'FELIPE', 'Não']",2024-09-20,,suzano2,set_24.xlsx
1004,FELIPE,Não,15,OS_ENTREGUES_DIA,23,"[1004, 'FELIPE', 'Não']",2024-09-23,,suzano2,set_24.xlsx
1005,FELIPE,Não,15,OS_ENTREGUES_DIA,24,"[1005, 'FELIPE', 'Não']",2024-09-24,,suzano2,set_24.xlsx
992,TATY,Não,15,OS_ENTREGUES_DIA,25,"[992, 'TATY', 'Não']",2024-09-25,,suzano2,set_24.xlsx
993,FELIPE,Não,15,OS_ENTREGUES_DIA,27,"[993, 'FELIPE', 'Não']",2024-09-27,,suzano2,set_24.xlsx
