os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem
3265,3,385.0,35,ENTREGA_CARNE,13,"[3265, 3, 385]",2023-12-13,,rio_pequeno,dez_23.xlsx
3268,5,539.0,35,ENTREGA_CARNE,16,"[3268, 5, 539]",2023-12-16,,rio_pequeno,dez_23.xlsx
3271,3,330.0,35,ENTREGA_CARNE,22,"[3271, 3, 330]",2023-12-22,,rio_pequeno,dez_23.xlsx
3284,5,623.0,35,ENTREGA_CARNE,23,"[3284, 5, 623]",2023-12-23,,rio_pequeno,dez_23.xlsx
3818,3,234.0,35,ENTREGA_CARNE,20,"[3818, 3, 234]",2024-12-20,,rio_pequeno,dez_24.xlsx
3803,3,228.0,35,ENTREGA_CARNE,26,"[3803, 3, 228]",2024-12-26,,rio_pequeno,dez_24.xlsx
3362,5,420.0,35,ENTREGA_CARNE,5,"[3362, 5, 420]",2024-02-05,,rio_pequeno,fev_24.xlsx
3392,3,750.0,35,ENTREGA_CARNE,9,"[3392, 3, 750]",2024-02-09,,rio_pequeno,fev_24.xlsx
3415,3,282.0,35,ENTREGA_CARNE,17,"[3415, 3, 282]",2024-02-17,,rio_pequeno,fev_24.xlsx
3331,3,349.0,35,ENTREGA_CARNE,6,"[3331, 3, 349]",2024-01-06,,rio_pequeno,jan_24.xlsx
2979,5,550.0,35,ENTREGA_CARNE,24,"[2979, 5, 550]",2023-07-24,,rio_pequeno,jul_23.xlsx
3566,4,999.0,35,ENTREGA_CARNE,2,"[3566, 4, 999]",2024-07-02,,rio_pequeno,jul_24.xlsx
3592,5,900.0,35,ENTREGA_CARNE,6,"[3592, 5, 900]",2024-07-06,,rio_pequeno,jul_24.xlsx
3624,3,399.0,35,ENTREGA_CARNE,18,"[3624, 3, 399]",2024-07-18,,rio_pequeno,jul_24.xlsx
3611,6,999.0,36,ENTREGA_CARNE,18,"[3611, 6, 999]",2024-07-18,,rio_pequeno,jul_24.xlsx
3609,5,625.0,35,ENTREGA_CARNE,23,"[3609, 5, 625]",2024-07-23,,rio_pequeno,jul_24.xlsx
3553,6,690.0,35,ENTREGA_CARNE,19,"[3553, 6, 690]",2024-06-19,,rio_pequeno,jun_24.xlsx
3491,2,1115.0,35,ENTREGA_CARNE,8,"[3491, 2, 1115]",2024-05-08,,rio_pequeno,mai_24.xlsx
3452,6,1134.0,35,ENTREGA_CARNE,22,"[3452, 6, 1134]",2024-03-22,,rio_pequeno,mar_24.xlsx
3141,3,420.0,35,ENTREGA_CARNE,11,"[3141, 3, 420]",2023-11-11,,rio_pequeno,nov_23.xlsx
3175,7,640.0,35,ENTREGA_CARNE,14,"[3175, 7, 640]",2023-11-14,,rio_pequeno,nov_23.xlsx
3176,7,450.0,36,ENTREGA_CARNE,14,"[3176, 7, 450]",2023-11-14,,rio_pequeno,nov_23.xlsx
3177,7,100.0,37,ENTREGA_CARNE,14,"[3177, 7, 100]",2023-11-14,,rio_pequeno,nov_23.xlsx
3199,7,539.0,35,ENTREGA_CARNE,21,"[3199, 7, 539]",2023-11-21,,rio_pequeno,nov_23.xlsx
3773,3,268.0,35,ENTREGA_CARNE,9,"[3773, 3, 268]",2024-11-09,,rio_pequeno,nov_24.xlsx
3766,2,500.0,35,ENTREGA_CARNE,23,"[3766, 2, 500]",2024-11-23,,rio_pequeno,nov_24.xlsx
3104,2,249.0,35,ENTREGA_CARNE,2,"[3104, 2, 249]",2023-10-02,,rio_pequeno,out_23.xlsx
3013,3,300.0,35,ENTREGA_CARNE,7,"[3013, 3, 300]",2023-10-07,,rio_pequeno,out_23.xlsx
3075,6,600.0,35,ENTREGA_CARNE,19,"[3075, 6, 600]",2023-10-19,,rio_pequeno,out_23.xlsx
3118,5,369.0,35,ENTREGA_CARNE,27,"[3118, 5, 369]",2023-10-27,,rio_pequeno,out_23.xlsx
3731,4,400.0,35,ENTREGA_CARNE,5,"[3731, 4, 400]",2024-10-05,,rio_pequeno,out_24.xlsx
3713,2,740.0,35,ENTREGA_CARNE,12,"[3713, 2, 740]",2024-10-12,,rio_pequeno,out_24.xlsx
3733,8,973.0,35,ENTREGA_CARNE,16,"[3733, 8, 973]",2024-10-16,,rio_pequeno,out_24.xlsx
3743,4,490.0,35,ENTREGA_CARNE,22,"[3743, 4, 490]",2024-10-22,,rio_pequeno,out_24.xlsx
3750,3,349.0,35,ENTREGA_CARNE,23,"[3750, 3, 349]",2024-10-23,,rio_pequeno,out_24.xlsx
3752,4,413.0,35,ENTREGA_CARNE,30,"[3752, 4, 413]",2024-10-30,,rio_pequeno,out_24.xlsx
3030,3,199.0,35,ENTREGA_CARNE,14,"[3030, 3, 199]",2023-09-14,,rio_pequeno,set_23.xlsx
3053,2,200.0,35,ENTREGA_CARNE,21,"[3053, 2, 200]",2023-09-21,,rio_pequeno,set_23.xlsx
2892,5,489.0,35,ENTREGA_CARNE,26,"[2892, 5, 489]",2023-09-26,,rio_pequeno,set_23.xlsx
3077,3,290.0,35,ENTREGA_CARNE,28,"[3077, 3, 290]",2023-09-28,,rio_pequeno,set_23.xlsx
3076,8,1136.0,35,ENTREGA_CARNE,30,"[3076, 8, 1136]",2023-09-30,,rio_pequeno,set_23.xlsx
3103,1,128.25,36,ENTREGA_CARNE,30,"[3103, 1, 128.25]",2023-09-30,,rio_pequeno,set_23.xlsx
3098,1,230.0,37,ENTREGA_CARNE,30,"[3098, 1, 230]",2023-09-30,,rio_pequeno,set_23.xlsx
1868,9,3150.0,35,ENTREGA_CARNE,16,"[1868, 9, 3150]",2024-04-16,,sao_mateus,abr_24.xlsx
1940,4,200.0,35,ENTREGA_CARNE,17,"[1940, 4, 200]",2024-04-17,,sao_mateus,abr_24.xlsx
1630,8,540.0,35,ENTREGA_CARNE,18,"[1630, 8, 540]",2023-08-18,,sao_mateus,ago_23.xlsx
1635,10,375.0,35,ENTREGA_CARNE,26,"[1635, 10, 375]",2023-08-26,,sao_mateus,ago_23.xlsx
1638,10,375.0,36,ENTREGA_CARNE,26,"[1638, 10, 375]",2023-08-26,,sao_mateus,ago_23.xlsx
1633,8,236.0,35,ENTREGA_CARNE,28,"[1633, 8, 236]",2023-08-28,,sao_mateus,ago_23.xlsx
1660,5,540.0,35,ENTREGA_CARNE,29,"[1660, 5, 540]",2023-08-29,,sao_mateus,ago_23.xlsx
2035,6,613.8,35,ENTREGA_CARNE,9,"[2035, 6, 613.8]",2024-08-09,,sao_mateus,ago_24.xlsx
2045,1,100.0,35,ENTREGA_CARNE,10,"[2045, 1, 100]",2024-08-10,,sao_mateus,ago_24.xlsx
2038,4,490.0,35,ENTREGA_CARNE,24,"[2038, 4, 490]",2024-08-24,,sao_mateus,ago_24.xlsx
1810,8,600.0,35,ENTREGA_CARNE,5,"[1810, 8, 600]",2023-12-05,,sao_mateus,dez_23.xlsx
1811,7,1393.0,36,ENTREGA_CARNE,5,"[1811, 7, 1393]",2023-12-05,,sao_mateus,dez_23.xlsx
1812,6,169.0,37,ENTREGA_CARNE,5,"[1812, 6, 169]",2023-12-05,,sao_mateus,dez_23.xlsx
1813,6,99.0,38,ENTREGA_CARNE,5,"[1813, 6, 99]",2023-12-05,,sao_mateus,dez_23.xlsx
1813,6,590.0,35,ENTREGA_CARNE,12,"[1813, 6, 590]",2023-12-12,,sao_mateus,dez_23.xlsx
1887,5,250.0,35,ENTREGA_CARNE,21,"[1887, 5, 250]",2024-02-21,,sao_mateus,fev_24.xlsx
1905,5,550.0,35,ENTREGA_CARNE,22,"[1905, 5, 550]",2024-02-22,,sao_mateus,fev_24.xlsx
1986,2,300.0,35,ENTREGA_CARNE,5,"[1986, 2, 300]",2024-07-05,,sao_mateus,jul_24.xlsx
2000,3,1033.0,35,ENTREGA_CARNE,20,"[2000, 3, 1033]",2024-07-20,,sao_mateus,jul_24.xlsx
2003,9,590.0,35,ENTREGA_CARNE,23,"[2003, 9, 590]",2024-07-23,,sao_mateus,jul_24.xlsx
1979,2,400.0,35,ENTREGA_CARNE,15,"[1979, 2, 400]",2024-06-15,,sao_mateus,jun_24.xlsx
1957,9,1053.2,35,ENTREGA_CARNE,15,"[1957, 9, 1053.2]",2024-05-15,,sao_mateus,mai_24.xlsx
1762,3,269.97,35,ENTREGA_CARNE,8,"[1762, 3, 269.96999999999997]",2023-11-08,,sao_mateus,nov_23.xlsx
1784,10,1075.0,35,ENTREGA_CARNE,9,"[1784, 10, 1075]",2023-11-09,,sao_mateus,nov_23.xlsx
1788,1,79.99,35,ENTREGA_CARNE,11,"[1788, 1, 79.99]",2023-11-11,,sao_mateus,nov_23.xlsx
1776,5,415.0,35,ENTREGA_CARNE,13,"[1776, 5, 415]",2023-11-13,,sao_mateus,nov_23.xlsx
1787,2,500.0,36,ENTREGA_CARNE,13,"[1787, 2, 500]",2023-11-13,,sao_mateus,nov_23.xlsx
1804,3,378.0,35,ENTREGA_CARNE,16,"[1804, 3, 378]",2023-11-16,,sao_mateus,nov_23.xlsx
1802,3,252.0,36,ENTREGA_CARNE,16,"[1802, 3, 252]",2023-11-16,,sao_mateus,nov_23.xlsx
1789,10,600.0,35,ENTREGA_CARNE,21,"[1789, 10, 600]",2023-11-21,,sao_mateus,nov_23.xlsx
1772,10,600.0,36,ENTREGA_CARNE,21,"[1772, 10, 600]",2023-11-21,,sao_mateus,nov_23.xlsx
1791,3,195.0,35,ENTREGA_CARNE,29,"[1791, 3, 195]",2023-11-29,,sao_mateus,nov_23.xlsx
1783,2,1340.0,35,ENTREGA_CARNE,30,"[1783, 2, 1340]",2023-11-30,,sao_mateus,nov_23.xlsx
1737,4,400.0,35,ENTREGA_CARNE,11,"[1737, 4, 400]",2023-10-11,,sao_mateus,out_23.xlsx
1743,6,450.0,35,ENTREGA_CARNE,13,"[1743, 6, 450]",2023-10-13,,sao_mateus,out_23.xlsx
1734,7,903.0,35,ENTREGA_CARNE,16,"[1734, 7, 903]",2023-10-16,,sao_mateus,out_23.xlsx
1777,6,503.94,35,ENTREGA_CARNE,25,"[1777, 6, 503.94]",2023-10-25,,sao_mateus,out_23.xlsx
1754,2,350.0,35,ENTREGA_CARNE,28,"[1754, 2, 350]",2023-10-28,,sao_mateus,out_23.xlsx
2044,4,350.0,35,ENTREGA_CARNE,1,"[2044, 4, 350]",2024-10-01,,sao_mateus,out_24.xlsx
1633,4,480.0,35,ENTREGA_CARNE,4,"[1633, 4, 480]",2023-09-04,,sao_mateus,set_23.xlsx
1708,2,160.0,35,ENTREGA_CARNE,16,"[1708, 2, 160]",2023-09-16,,sao_mateus,set_23.xlsx
1707,2,160.0,36,ENTREGA_CARNE,16,"[1707, 2, 160]",2023-09-16,,sao_mateus,set_23.xlsx
2065,5,599.0,35,ENTREGA_CARNE,2,"[2065, 5, 599]",2024-09-02,,sao_mateus,set_24.xlsx
2052,3,395.0,35,ENTREGA_CARNE,5,"[2052, 3, 395]",2024-09-05,,sao_mateus,set_24.xlsx
2053,3,395.0,36,ENTREGA_CARNE,5,"[2053, 3, 395]",2024-09-05,,sao_mateus,set_24.xlsx
8850,2,182,35,ENTREGA_CARNE,5,"[8850, 2, 182]",2024-04-05 00:00:00,,suzano,abr_24.xlsx
8847,7,720,35,ENTREGA_CARNE,6,"[8847, 7, 720]",2024-04-06 00:00:00,,suzano,abr_24.xlsx
8414,3,450,36,ENTREGA_CARNE,6,"[8414, 3, 450]",2024-04-06 00:00:00,,suzano,abr_24.xlsx
8907,4,50,35,ENTREGA_CARNE,12,"[8907, 4, 50]",2024-04-12 00:00:00,,suzano,abr_24.xlsx
8985,4,100,36,ENTREGA_CARNE,12,"[8985, 4, 100]",2024-04-12 00:00:00,,suzano,abr_24.xlsx
8885,5,1500,35,ENTREGA_CARNE,20,"[8885, 5, 1500]",2024-04-20 00:00:00,,suzano,abr_24.xlsx
8862,9,1426.95,35,ENTREGA_CARNE,22,"[8862, 9, 1426.95]",2024-04-22 00:00:00,,suzano,abr_24.xlsx
8996,5,495,35,ENTREGA_CARNE,26,"[8996, 5, 495]",2024-04-26 00:00:00,,suzano,abr_24.xlsx
9058,7,500,35,ENTREGA_CARNE,29,"[9058, 7, 500]",2024-04-29 00:00:00,,suzano,abr_24.xlsx
10732,6,880,35,ENTREGA_CARNE,4,"[10732, 6, 880]",2025-04-04 00:00:00,,suzano,abr_25.xlsx
10782,ARIANI,Não,35,ENTREGA_CARNE,12,"[10782, 'ARIANI', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10803,ARIANI,Não,36,ENTREGA_CARNE,12,"[10803, 'ARIANI', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10804,ARIANI,Não,37,ENTREGA_CARNE,12,"[10804, 'ARIANI', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10832,TATY,Não,38,ENTREGA_CARNE,12,"[10832, 'TATY', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10838,ARIANI,Não,39,ENTREGA_CARNE,12,"[10838, 'ARIANI', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10799,FELIPE,Não,40,ENTREGA_CARNE,12,"[10799, 'FELIPE', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10798,ARIANI,Não,41,ENTREGA_CARNE,12,"[10798, 'ARIANI', 'Não']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
Entrega de Carne,,,43,ENTREGA_CARNE,12,"['Entrega de Carne', '', '']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
OS,Parcelas,Valor Total,44,ENTREGA_CARNE,12,"['OS', 'Parcelas', 'Valor Total']",2025-04-12 00:00:00,,suzano,abr_25.xlsx
10821,7,349.3,35,ENTREGA_CARNE,25,"[10821, 7, 349.3]",2025-04-25 00:00:00,,suzano,abr_25.xlsx
10811,6,804.3,35,ENTREGA_CARNE,28,"[10811, 6, 804.3]",2025-04-28 00:00:00,,suzano,abr_25.xlsx
9471,5,599,35,ENTREGA_CARNE,7,"[9471, 5, 599]",2024-08-07 00:00:00,,suzano,ago_24.xlsx
9451,6,400,35,ENTREGA_CARNE,8,"[9451, 6, 400]",2024-08-08 00:00:00,,suzano,ago_24.xlsx
9517,6,770,36,ENTREGA_CARNE,8,"[9517, 6, 770]",2024-08-08 00:00:00,,suzano,ago_24.xlsx
9621,6,360,35,ENTREGA_CARNE,9,"[9621, 6, 360]",2024-08-09 00:00:00,,suzano,ago_24.xlsx
9564,8,800,35,ENTREGA_CARNE,10,"[9564, 8, 800]",2024-08-10 00:00:00,,suzano,ago_24.xlsx
9541,8,1300,36,ENTREGA_CARNE,10,"[9541, 8, 1300]",2024-08-10 00:00:00,,suzano,ago_24.xlsx
9598,6,380,35,ENTREGA_CARNE,12,"[9598, 6, 380]",2024-08-12 00:00:00,,suzano,ago_24.xlsx
9536,6,900,35,ENTREGA_CARNE,14,"[9536, 6, 900]",2024-08-14 00:00:00,,suzano,ago_24.xlsx
9619,6,529,35,ENTREGA_CARNE,17,"[9619, 6, 529]",2024-08-17 00:00:00,,suzano,ago_24.xlsx
9569,3,300,35,ENTREGA_CARNE,19,"[9569, 3, 300]",2024-08-19 00:00:00,,suzano,ago_24.xlsx
9494,6,900,36,ENTREGA_CARNE,19,"[9494, 6, 900]",2024-08-19 00:00:00,,suzano,ago_24.xlsx
9527,5,1500,35,ENTREGA_CARNE,21,"[9527, 5, 1500]",2024-08-21 00:00:00,,suzano,ago_24.xlsx
9642,6,450,36,ENTREGA_CARNE,21,"[9642, 6, 450]",2024-08-21 00:00:00,,suzano,ago_24.xlsx
9641,6,600,35,ENTREGA_CARNE,24,"[9641, 6, 600]",2024-08-24 00:00:00,,suzano,ago_24.xlsx
9645,6,1000,35,ENTREGA_CARNE,27,"[9645, 6, 1000]",2024-08-27 00:00:00,,suzano,ago_24.xlsx
9590,5,530,35,ENTREGA_CARNE,30,"[9590, 5, 530]",2024-08-30 00:00:00,,suzano,ago_24.xlsx
11437,7,559.3,35,ENTREGA_CARNE,1,"[11437, 7, 559.3]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx
11393,6,300,36,ENTREGA_CARNE,1,"[11393, 6, 300]",2025-08-01 00:00:00,suzano 1,suzano,ago_25.xlsx
11208,8,1856,35,ENTREGA_CARNE,7,"[11208, 8, 1856]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx
11436,6,899.4,36,ENTREGA_CARNE,7,"[11436, 6, 899.4]",2025-08-07 00:00:00,suzano 1,suzano,ago_25.xlsx
11434,9,1090,35,ENTREGA_CARNE,16,"[11434, 9, 1090]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx
11511,6,550,36,ENTREGA_CARNE,16,"[11511, 6, 550]",2025-08-16 00:00:00,suzano 1,suzano,ago_25.xlsx
11590,6,299.94,35,ENTREGA_CARNE,20,"[11590, 6, 299.94]",2025-08-20 00:00:00,suzano 1,suzano,ago_25.xlsx
11443,9,"R$ 1.305,00",35,ENTREGA_CARNE,21,"[11443, 9, 'R$ 1.305,00']",21/08/2025,suzano 1,suzano,ago_25.xlsx
11479,8,2100,35,ENTREGA_CARNE,22,"[11479, 8, 2100]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx
11519,4,239,36,ENTREGA_CARNE,22,"[11519, 4, 239]",2025-08-22 00:00:00,suzano 1,suzano,ago_25.xlsx
11547,6,570,35,ENTREGA_CARNE,25,"[11547, 6, 570]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx
11095,5,254,36,ENTREGA_CARNE,25,"[11095, 5, 254]",2025-08-25 00:00:00,suzano 1,suzano,ago_25.xlsx
11555,10,1340,35,ENTREGA_CARNE,26,"[11555, 10, 1340]",2025-08-26 00:00:00,suzano 1,suzano,ago_25.xlsx
11605,6,760,35,ENTREGA_CARNE,28,"[11605, 6, 760]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
11475,3,240,36,ENTREGA_CARNE,28,"[11475, 3, 240]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
11645,3,175,37,ENTREGA_CARNE,28,"[11645, 3, 175]",2025-08-28 00:00:00,suzano 1,suzano,ago_25.xlsx
8321,7,550,35,ENTREGA_CARNE,15,"[8321, 7, 550]",2023-12-15 00:00:00,,suzano,dez_23.xlsx
8008,6,280,35,ENTREGA_CARNE,18,"[8008, 6, 280]",2023-12-18 00:00:00,,suzano,dez_23.xlsx
8336,6,623,36,ENTREGA_CARNE,18,"[8336, 6, 623]",2023-12-18 00:00:00,,suzano,dez_23.xlsx
10071,6,780,35,ENTREGA_CARNE,6,"[10071, 6, 780]",2024-12-06 00:00:00,,suzano,dez_24.xlsx
10041,8,1600,35,ENTREGA_CARNE,7,"[10041, 8, 1600]",2024-12-07 00:00:00,,suzano,dez_24.xlsx
10085,6,600,35,ENTREGA_CARNE,12,"[10085, 6, 600]",2024-12-12 00:00:00,,suzano,dez_24.xlsx
10137,8,990,35,ENTREGA_CARNE,14,"[10137, 8, 990]",2024-12-14 00:00:00,,suzano,dez_24.xlsx
10058,10,2900,35,ENTREGA_CARNE,16,"[10058, 10, 2900]",2024-12-16 00:00:00,,suzano,dez_24.xlsx
10125,6,399,35,ENTREGA_CARNE,20,"[10125, 6, 399]",2024-12-20 00:00:00,,suzano,dez_24.xlsx
10181,2,300,36,ENTREGA_CARNE,20,"[10181, 2, 300]",2024-12-20 00:00:00,,suzano,dez_24.xlsx
10105,10,3500,35,ENTREGA_CARNE,24,"[10105, 10, 3500]",2024-12-24 00:00:00,,suzano,dez_24.xlsx
10023,7,1610,35,ENTREGA_CARNE,28,"[10023, 7, 1610]",2024-12-28 00:00:00,,suzano,dez_24.xlsx
10195,4,370,35,ENTREGA_CARNE,30,"[10195, 4, 370]",2024-12-30 00:00:00,,suzano,dez_24.xlsx
8525,5,350,35,ENTREGA_CARNE,2,"[8525, 5, 350]",2024-02-02 00:00:00,,suzano,fev_24.xlsx
8493,5,650,36,ENTREGA_CARNE,2,"[8493, 5, 650]",2024-02-02 00:00:00,,suzano,fev_24.xlsx
8551,7,98.57,35,ENTREGA_CARNE,3,"[8551, 7, 98.57]",2024-02-03 00:00:00,,suzano,fev_24.xlsx
8486,4,400,35,ENTREGA_CARNE,7,"[8486, 4, 400]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8587,6,660,36,ENTREGA_CARNE,7,"[8587, 6, 660]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8623,1,190,37,ENTREGA_CARNE,7,"[8623, 1, 190]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8660,5,278,38,ENTREGA_CARNE,7,"[8660, 5, 278]",2024-02-07 00:00:00,,suzano,fev_24.xlsx
8369,5,600,35,ENTREGA_CARNE,9,"[8369, 5, 600]",2024-02-09 00:00:00,,suzano,fev_24.xlsx
8637,5,250,35,ENTREGA_CARNE,12,"[8637, 5, 250]",2024-02-12 00:00:00,,suzano,fev_24.xlsx
8551,7,690,36,ENTREGA_CARNE,12,"[8551, 7, 690]",2024-02-12 00:00:00,,suzano,fev_24.xlsx
8617,4,300,35,ENTREGA_CARNE,15,"[8617, 4, 300]",2024-02-15 00:00:00,,suzano,fev_24.xlsx
8624,7,290,35,ENTREGA_CARNE,16,"[8624, 7, 290]",2024-02-16 00:00:00,,suzano,fev_24.xlsx
8695,7,650,35,ENTREGA_CARNE,21,"[8695, 7, 650]",2024-02-21 00:00:00,,suzano,fev_24.xlsx
8619,8,850,36,ENTREGA_CARNE,21,"[8619, 8, 850]",2024-02-21 00:00:00,,suzano,fev_24.xlsx
8759,2,79,35,ENTREGA_CARNE,23,"[8759, 2, 79]",2024-02-23 00:00:00,,suzano,fev_24.xlsx
8636,4,279,35,ENTREGA_CARNE,24,"[8636, 4, 279]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8669,6,664,36,ENTREGA_CARNE,24,"[8669, 6, 664]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8729,7,349,37,ENTREGA_CARNE,24,"[8729, 7, 349]",2024-02-24 00:00:00,,suzano,fev_24.xlsx
8703,6,660,35,ENTREGA_CARNE,28,"[8703, 6, 660]",2024-02-28 00:00:00,,suzano,fev_24.xlsx
10342,10,1588,35,ENTREGA_CARNE,4,"[10342, 10, 1588]",2025-02-04 00:00:00,,suzano,fev_25.xlsx
10398,4,499,36,ENTREGA_CARNE,4,"[10398, 4, 499]",2025-02-04 00:00:00,,suzano,fev_25.xlsx
10202,8,1250,35,ENTREGA_CARNE,5,"[10202, 8, 1250]",2025-02-05 00:00:00,,suzano,fev_25.xlsx
10456,1,100,35,ENTREGA_CARNE,6,"[10456, 1, 100]",2025-02-06 00:00:00,,suzano,fev_25.xlsx
10425,7,619,35,ENTREGA_CARNE,7,"[10425, 7, 619]",2025-02-07 00:00:00,,suzano,fev_25.xlsx
10439,5,479,35,ENTREGA_CARNE,8,"[10439, 5, 479]",2025-02-08 00:00:00,,suzano,fev_25.xlsx
10484,2,299,35,ENTREGA_CARNE,10,"[10484, 2, 299]",2025-02-10 00:00:00,,suzano,fev_25.xlsx
10492,3,271,35,ENTREGA_CARNE,11,"[10492, 3, 271]",2025-02-11 00:00:00,,suzano,fev_25.xlsx
10468,7,894.95,36,ENTREGA_CARNE,11,"[10468, 7, 894.95]",2025-02-11 00:00:00,,suzano,fev_25.xlsx
10337,8,1090,35,ENTREGA_CARNE,12,"[10337, 8, 1090]",2025-02-12 00:00:00,,suzano,fev_25.xlsx
10500,2,270,36,ENTREGA_CARNE,12,"[10500, 2, 270]",2025-02-12 00:00:00,,suzano,fev_25.xlsx
10442,10,1255,35,ENTREGA_CARNE,13,"[10442, 10, 1255]",2025-02-13 00:00:00,,suzano,fev_25.xlsx
10336,7,799.96,35,ENTREGA_CARNE,14,"[10336, 7, 799.96]",2025-02-14 00:00:00,,suzano,fev_25.xlsx
10513,6,300,35,ENTREGA_CARNE,15,"[10513, 6, 300]",2025-02-15 00:00:00,,suzano,fev_25.xlsx
10495,8,993,35,ENTREGA_CARNE,17,"[10495, 8, 993]",2025-02-17 00:00:00,,suzano,fev_25.xlsx
10559,6,579.99,35,ENTREGA_CARNE,22,"[10559, 6, 579.99]",2025-02-22 00:00:00,,suzano,fev_25.xlsx
8479,6,414,35,ENTREGA_CARNE,15,"[8479, 6, 414]",2024-01-15 00:00:00,,suzano,jan_24.xlsx
8401,4,200,36,ENTREGA_CARNE,15,"[8401, 4, 200]",2024-01-15 00:00:00,,suzano,jan_24.xlsx
3871,8,1100,35,ENTREGA_CARNE,19,"[3871, 8, 1100]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8471,3,300,36,ENTREGA_CARNE,19,"[8471, 3, 300]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8468,6,510,37,ENTREGA_CARNE,19,"[8468, 6, 510]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8487,4,1000,38,ENTREGA_CARNE,19,"[8487, 4, 1000]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8472,7,880,39,ENTREGA_CARNE,19,"[8472, 7, 880]",2024-01-19 00:00:00,,suzano,jan_24.xlsx
8487,6,510,35,ENTREGA_CARNE,20,"[8487, 6, 510]",2024-01-20 00:00:00,,suzano,jan_24.xlsx
8548,1,275,35,ENTREGA_CARNE,24,"[8548, 1, 275]",2024-01-24 00:00:00,,suzano,jan_24.xlsx
8516,1,294,35,ENTREGA_CARNE,26,"[8516, 1, 294]",2024-01-26 00:00:00,,suzano,jan_24.xlsx
8504,6,690,35,ENTREGA_CARNE,29,"[8504, 6, 690]",2024-01-29 00:00:00,,suzano,jan_24.xlsx
8563,5,269,35,ENTREGA_CARNE,31,"[8563, 5, 269]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
8564,5,445,36,ENTREGA_CARNE,31,"[8564, 5, 445]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
8571,7,550,37,ENTREGA_CARNE,31,"[8571, 7, 550]",2024-01-31 00:00:00,,suzano,jan_24.xlsx
10192,6,900,35,ENTREGA_CARNE,10,"[10192, 6, 900]",2025-01-10 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10309,5,530,35,ENTREGA_CARNE,14,"[10309, 5, 530]",2025-01-14 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10340,3,767,35,ENTREGA_CARNE,17,"[10340, 3, 767]",2025-01-17 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10210,10,1610,35,ENTREGA_CARNE,18,"[10210, 10, 1610]",2025-01-18 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10353,5,510,35,ENTREGA_CARNE,20,"[10353, 5, 510]",2025-01-20 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10374,2,449,35,ENTREGA_CARNE,21,"[10374, 2, 449]",2025-01-21 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10360,5,420,35,ENTREGA_CARNE,24,"[10360, 5, 420]",2025-01-24 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10385,7,299,35,ENTREGA_CARNE,27,"[10385, 7, 299]",2025-01-27 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10386,7,569,36,ENTREGA_CARNE,27,"[10386, 7, 569]",2025-01-27 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10433,7,349,35,ENTREGA_CARNE,29,"[10433, 7, 349]",2025-01-29 00:00:00,SUZANO 1,suzano,jan_25.xlsx
10319,2,269.99,35,ENTREGA_CARNE,31,"[10319, 2, 269.99]",2025-01-31 00:00:00,SUZANO 1,suzano,jan_25.xlsx
9375,8,881,35,ENTREGA_CARNE,4,"[9375, 8, 881]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
9372,1,900,36,ENTREGA_CARNE,4,"[9372, 1, 900]",2024-07-04 00:00:00,,suzano,jul_24.xlsx
