os,parcelas,valor_total,linha_origem,tabela_tipo,aba_origem,valores_brutos,data_movimento,loja_celula,loja_arquivo,arquivo_origem,vendedor_uuid,vendedor_nome_normalizado,canal_captacao_uuid,canal_captacao_nome,data_processamento,arquivo_origem_processado,loja_id,loja_nome
4249,3,240.0,37,ENTREGA_CARNE,22,"[4249, 3, 240]",2024-05-22,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4297,6,1200.0,35,ENTREGA_CARNE,23,"[4297, 6, 1200]",2024-05-23,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
42131,5,630.0,35,ENTREGA_CARNE,24,"[42131, 5, 630]",2024-05-24,,maua,mai_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4092,6,1075.76,35,ENTREGA_CARNE,20,"[4092, 6, 1075.76]",2024-03-20,,maua,mar_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4091,5,1150.0,35,ENTREGA_CARNE,21,"[4091, 5, 1150]",2024-03-21,,maua,mar_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4080,6,1340.0,35,ENTREGA_CARNE,22,"[4080, 6, 1340]",2024-03-22,,maua,mar_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4104,4,500.0,35,ENTREGA_CARNE,26,"[4104, 4, 500]",2024-03-26,,maua,mar_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4771,5,750.0,35,ENTREGA_CARNE,11,"[4771, 5, 750]",2025-03-11,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4814,4,400.0,35,ENTREGA_CARNE,14,"[4814, 4, 400]",2025-03-14,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4793,5,850.0,35,ENTREGA_CARNE,17,"[4793, 5, 850]",2025-03-17,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4825,4,460.0,35,ENTREGA_CARNE,18,"[4825, 4, 460]",2025-03-18,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4792,8,700.0,35,ENTREGA_CARNE,27,"[4792, 8, 700]",2025-03-27,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4843,4,539.0,35,ENTREGA_CARNE,29,"[4843, 4, 539]",2025-03-29,,maua,mar_25.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4612,4,530.0,35,ENTREGA_CARNE,1,"[4612, 4, 530]",2024-11-01,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4518,5,1000.0,35,ENTREGA_CARNE,5,"[4518, 5, 1000]",2024-11-05,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4544,5,699.99,36,ENTREGA_CARNE,5,"[4544, 5, 699.99]",2024-11-05,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4610,2,199.5,35,ENTREGA_CARNE,6,"[4610, 2, 199.5]",2024-11-06,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4619,3,360.0,36,ENTREGA_CARNE,6,"[4619, 3, 360]",2024-11-06,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4616,7,599.0,35,ENTREGA_CARNE,21,"[4616, 7, 599]",2024-11-21,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4617,4,400.0,35,ENTREGA_CARNE,23,"[4617, 4, 400]",2024-11-23,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4630,3,800.0,35,ENTREGA_CARNE,28,"[4630, 3, 800]",2024-11-28,,maua,nov_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4450,2,292.0,35,ENTREGA_CARNE,1,"[4450, 2, 292]",2024-10-01,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4496,5,125.8,35,ENTREGA_CARNE,3,"[4496, 5, 125.8]",2024-10-03,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4502,5,90.0,35,ENTREGA_CARNE,4,"[4502, 5, 90]",2024-10-04,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4512,4,650.0,35,ENTREGA_CARNE,5,"[4512, 4, 650]",2024-10-05,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4527,2,220.0,35,ENTREGA_CARNE,8,"[4527, 2, 220]",2024-10-08,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4515,5,430.0,35,ENTREGA_CARNE,21,"[4515, 5, 430]",2024-10-21,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4530,8,379.0,36,ENTREGA_CARNE,21,"[4530, 8, 379]",2024-10-21,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4519,8,1096.0,35,ENTREGA_CARNE,23,"[4519, 8, 1096]",2024-10-23,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4507,7,1150.0,35,ENTREGA_CARNE,30,"[4507, 7, 1150]",2024-10-30,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4545,3,160.0,36,ENTREGA_CARNE,30,"[4545, 3, 160]",2024-10-30,,maua,out_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4467,5,590.0,35,ENTREGA_CARNE,1,"[4467, 5, 590]",2024-09-01,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4428,1,120.0,35,ENTREGA_CARNE,4,"[4428, 1, 120]",2024-09-04,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4423,5,110.0,35,ENTREGA_CARNE,6,"[4423, 5, 110]",2024-09-06,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4447,6,828.0,35,ENTREGA_CARNE,10,"[4447, 6, 828]",2024-09-10,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4468,3,390.0,35,ENTREGA_CARNE,17,"[4468, 3, 390]",2024-09-17,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
4467,5,590.0,35,ENTREGA_CARNE,21,"[4467, 5, 590]",2024-09-21,,maua,set_24.xlsx,,,,,2025-10-30 13:42:14.560235,entrega_carne_maua_com_uuids_enriquecido_completo,9a22ccf1-36fe-4b9f-9391-ca31433dc31e,MAUA
